,CPU Name,No. Sockets,Cores,Price,CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Performance,Test Date,Socket,Category
1560,ARM Cortex-A53 4 Core 1908 MHz,1,4,NA,638,NA,274,NA,NA,NA,Aug 2022,Unknown,Mobile/Embedded
1561,ARM Cortex-A53 4 Core 2016 MHz,1,4,NA,500,NA,220,NA,NA,NA,Oct 2023,Unknown,Mobile/Embedded
1562,ARM Cortex-A53 4 Core 600 MHz,1,4,NA,220,NA,137,NA,NA,NA,Jul 2023,Unknown,Mobile/Embedded
1563,ARM Cortex-A53 6 Core 1896 MHz,1,6,NA,"1,851",NA,751,NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1564,ARM Cortex-A53 8 Core 1512 MHz,1,8,NA,681,NA,165,NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1565,ARM Cortex-A55 4 Core 1416 MHz,1,4,NA,460,NA,230,NA,NA,NA,Nov 2023,Unknown,Mobile/Embedded
1566,ARM Cortex-A55 4 Core 1800 MHz,1,4,NA,625,NA,288,NA,NA,NA,May 2022,Unknown,Mobile/Embedded
1567,ARM Cortex-A55 4 Core 1908 MHz,1,4,NA,707,NA,311,NA,NA,NA,Jul 2024,Unknown,Unknown
1568,ARM Cortex-A55 4 Core 1992 MHz,1,4,NA,685,NA,313,NA,NA,NA,Feb 2022,Unknown,Mobile/Embedded
1569,ARM Cortex-A55 4 Core 2016 MHz,1,4,NA,755,NA,327,NA,NA,NA,Jul 2024,Unknown,Unknown
1570,ARM Cortex-A55 4 Core 2100 MHz,1,4,NA,663,NA,306,NA,NA,NA,Oct 2021,Unknown,Mobile/Embedded
1571,ARM Cortex-A55 4 Core 2124 MHz,1,4,NA,742,NA,336,NA,NA,NA,Mar 2022,Unknown,Mobile/Embedded
1572,ARM Cortex-A55 8 Core 1800 MHz,1,8,NA,"3,013",NA,959,NA,NA,NA,Nov 2022,Unknown,Mobile/Embedded
1573,ARM Cortex-A57 2 Core 1479 MHz,1,2,NA,318,NA,207,NA,NA,NA,Aug 2023,Unknown,Mobile/Embedded
1574,ARM Cortex-A57 4 Core 1479 MHz,1,4,NA,951,NA,356,NA,NA,NA,Jan 2021,Unknown,Mobile/Embedded
1575,ARM Cortex-A57 4 Core 1734 MHz,1,4,NA,"1,170",NA,387,NA,NA,NA,Nov 2021,Unknown,Mobile/Embedded
1576,ARM Cortex-A57 4 Core 1912 MHz,1,4,NA,"1,007",NA,388,NA,NA,NA,Apr 2023,Unknown,Mobile/Embedded
1577,ARM Cortex-A57 4 Core 2014 MHz,1,4,NA,"1,229",NA,431,NA,NA,NA,Mar 2021,Unknown,Mobile/Embedded
1578,ARM Cortex-A57 4 Core 2091 MHz,1,4,NA,"1,170",NA,413,NA,NA,NA,Apr 2022,Unknown,Mobile/Embedded
1579,ARM Cortex-A57 8 Core 1500 MHz,1,8,NA,"1,022",NA,346,NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1580,ARM Cortex-A57 8 Core 1766 MHz,1,8,NA,"3,766",NA,"1,153",NA,NA,NA,Nov 2022,Unknown,Mobile/Embedded
1581,ARM Cortex-A7 2 Core 1080 MHz,1,2,NA,142,NA,200,NA,NA,NA,May 2021,Unknown,Mobile/Embedded
1582,ARM Cortex-A7 2 Core 960 MHz,1,2,NA,111,NA,160,NA,NA,NA,Mar 2021,Unknown,Mobile/Embedded
1583,ARM Cortex-A7 2 Core 996 MHz,1,2,NA,138,NA,192,NA,NA,NA,Feb 2023,Unknown,Mobile/Embedded
1584,ARM Cortex-A7 4 Core 1000 MHz,1,4,NA,278,NA,194,NA,NA,NA,May 2024,Unknown,Mobile/Embedded
1585,ARM Cortex-A7 4 Core 1008 MHz,1,4,NA,269,NA,198,NA,NA,NA,Oct 2022,Unknown,Mobile/Embedded
1586,ARM Cortex-A7 4 Core 1200 MHz,1,4,NA,262,NA,198,NA,NA,NA,Mar 2021,Unknown,Mobile/Embedded
1587,ARM Cortex-A7 4 Core 1296 MHz,1,4,NA,225,NA,162,NA,NA,NA,Nov 2023,Unknown,Mobile/Embedded
1588,ARM Cortex-A7 4 Core 1300 MHz,1,4,NA,343,NA,247,NA,NA,NA,Mar 2022,Unknown,Mobile/Embedded
1589,ARM Cortex-A7 4 Core 1368 MHz,1,4,NA,354,NA,266,NA,NA,NA,Apr 2021,Unknown,Mobile/Embedded
1590,ARM Cortex-A7 4 Core 900 MHz,1,4,NA,229,NA,164,NA,NA,NA,Mar 2021,Unknown,Mobile/Embedded
1591,ARM Cortex-A72 16 Core 2200 MHz,1,16,NA,"5,470",NA,601,NA,NA,NA,Jan 2023,Unknown,Mobile/Embedded
1592,ARM Cortex-A72 4 Core 1000 MHz,1,4,NA,608,NA,354,NA,NA,NA,Mar 2023,Unknown,Mobile/Embedded
1593,ARM Cortex-A72 4 Core 1200 MHz,1,4,NA,174,NA,178,NA,NA,NA,Aug 2022,Unknown,Mobile/Embedded
1594,ARM Cortex-A72 4 Core 1416 MHz,1,4,NA,927,NA,491,NA,NA,NA,Aug 2023,Unknown,Mobile/Embedded
1595,ARM Cortex-A72 4 Core 1500 MHz,1,4,NA,628,NA,449,NA,NA,NA,Jan 2021,Unknown,Mobile/Embedded
1596,ARM Cortex-A72 4 Core 1600 MHz,1,4,NA,667,NA,429,NA,NA,NA,Jul 2022,Unknown,Mobile/Embedded
1597,ARM Cortex-A72 4 Core 1700 MHz,1,4,NA,577,NA,455,NA,NA,NA,Mar 2023,Unknown,Mobile/Embedded
1598,ARM Cortex-A72 4 Core 1750 MHz,1,4,NA,335,NA,463,NA,NA,NA,Aug 2021,Unknown,Mobile/Embedded
1599,ARM Cortex-A72 4 Core 1800 MHz,1,4,NA,693,NA,512,NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1600,ARM Cortex-A72 4 Core 1850 MHz,1,4,NA,199,NA,343,NA,NA,NA,Aug 2021,Unknown,Mobile/Embedded
1601,ARM Cortex-A72 4 Core 1900 MHz,1,4,NA,755,NA,562,NA,NA,NA,Aug 2022,Unknown,Mobile/Embedded
1602,ARM Cortex-A72 4 Core 2000 MHz,1,4,NA,772,NA,575,NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1603,ARM Cortex-A72 4 Core 2016 MHz,1,4,NA,"2,186",NA,614,NA,NA,NA,Aug 2024,Unknown,Unknown
1604,ARM Cortex-A72 4 Core 2100 MHz,1,4,NA,674,NA,545,NA,NA,NA,Aug 2021,Unknown,Mobile/Embedded
1605,ARM Cortex-A72 4 Core 2200 MHz,1,4,NA,815,NA,603,NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1606,ARM Cortex-A72 4 Core 2208 MHz,1,4,NA,"2,290",NA,623,NA,NA,NA,Sep 2024,Unknown,Unknown
1607,ARM Cortex-A72 4 Core 2300 MHz,1,4,NA,915,NA,669,NA,NA,NA,Sep 2021,Unknown,Mobile/Embedded
1608,ARM Cortex-A72 4 Core 2394 MHz,1,4,NA,"1,254",NA,800,NA,NA,NA,Aug 2022,Unknown,Mobile/Embedded
1609,ARM Cortex-A72 4 Core 2400 MHz,1,4,NA,"1,295",NA,830,NA,NA,NA,Jul 2022,Unknown,Mobile/Embedded
1610,ARM Cortex-A72 4 Core 2800 MHz,1,4,NA,314,NA,243,NA,NA,NA,Nov 2023,Unknown,Mobile/Embedded
1611,ARM Cortex-A72 4 Core 800 MHz,1,4,NA,279,NA,214,NA,NA,NA,Jul 2022,Unknown,Mobile/Embedded
1612,ARM Cortex-A72 6 Core 1008 MHz,1,6,NA,734,NA,394,NA,NA,NA,Jul 2023,Unknown,Mobile/Embedded
1613,ARM Cortex-A72 6 Core 1416 MHz,1,6,NA,"1,065",NA,462,NA,NA,NA,Aug 2021,Unknown,Mobile/Embedded
1614,ARM Cortex-A72 6 Core 1512 MHz,1,6,NA,"1,183",NA,533,NA,NA,NA,Jan 2022,Unknown,Mobile/Embedded
1615,ARM Cortex-A73 4 Core 1844 MHz,1,4,NA,"1,368",NA,656,NA,NA,NA,Mar 2024,Unknown,Mobile/Embedded
1616,ARM Cortex-A73 4 Core 1900 MHz,1,4,NA,"1,547",NA,610,NA,NA,NA,May 2024,Unknown,Mobile/Embedded
1617,ARM Cortex-A73 4 Core 1989 MHz,1,4,NA,"1,820",NA,556,NA,NA,NA,Apr 2024,Unknown,Mobile/Embedded
1618,ARM Cortex-A73 4 Core 2100 MHz,1,4,NA,"1,185",NA,570,NA,NA,NA,Feb 2024,Unknown,Mobile/Embedded
1619,ARM Cortex-A73 6 Core 1896 MHz,1,6,NA,"1,242",NA,483,NA,NA,NA,Jul 2024,Unknown,Unknown
1620,ARM Cortex-A73 6 Core 1992 MHz,1,6,NA,"1,311",NA,479,NA,NA,NA,Oct 2021,Unknown,Mobile/Embedded
1621,ARM Cortex-A73 6 Core 2016 MHz,1,6,NA,"1,445",NA,605,NA,NA,NA,Jul 2022,Unknown,Mobile/Embedded
1622,ARM Cortex-A76 4 Core 1500 MHz,1,4,NA,"1,488",NA,649,NA,NA,NA,Jul 2024,Unknown,Unknown
1623,ARM Cortex-A76 4 Core 1800 MHz,1,4,NA,"3,139",NA,997,NA,NA,NA,May 2023,Unknown,Mobile/Embedded
1624,[Dual CPU] ARM Cortex-A76 4 Core 1800 MHz,2,4,NA,"3,108",NA,980,NA,NA,NA,May 2023,Unknown,Mobile/Embedded
1625,ARM Cortex-A76 4 Core 2400 MHz,1,4,NA,"2,147",NA,"1,051",NA,NA,NA,Nov 2023,Unknown,Mobile/Embedded
1626,ARM Cortex-A76 4 Core 2600 MHz,1,4,NA,"2,320",NA,"1,129",NA,NA,NA,Feb 2024,Unknown,Mobile/Embedded
1627,ARM Cortex-A76 4 Core 2700 MHz,1,4,NA,"2,375",NA,"1,168",NA,NA,NA,Feb 2024,Unknown,Mobile/Embedded
1628,ARM Cortex-A76 4 Core 2800 MHz,1,4,NA,"2,460",NA,"1,207",NA,NA,NA,Nov 2023,Unknown,Mobile/Embedded
1629,ARM Cortex-A76 4 Core 2900 MHz,1,4,NA,"2,465",NA,"1,342",NA,NA,NA,Nov 2023,Unknown,Mobile/Embedded
1630,ARM Cortex-A76 4 Core 3000 MHz,1,4,NA,"2,547",NA,"1,298",NA,NA,NA,Oct 2023,Unknown,Mobile/Embedded
1631,ARM Cortex-A76 4 Core 3100 MHz,1,4,NA,"2,610",NA,"1,328",NA,NA,NA,Jul 2024,Unknown,Unknown
1632,ARM Cortex-A76 4 Core 3200 MHz,1,4,NA,"2,579",NA,"1,291",NA,NA,NA,Jan 2024,Unknown,Mobile/Embedded
1633,ARM Cortex-A76 4 Core 3300 MHz,1,4,NA,"2,493",NA,"1,288",NA,NA,NA,Nov 2023,Unknown,Mobile/Embedded
1634,ARM Cortex-A76 4 Core 3400 MHz,1,4,NA,"2,580",NA,"1,282",NA,NA,NA,Nov 2023,Unknown,Mobile/Embedded
1635,ARM Cortex-A76 8 Core 1800 MHz,1,8,NA,"2,792",NA,994,NA,NA,NA,Jul 2022,Unknown,Mobile/Embedded
1636,ARM Cortex-A78 4 Core 2000 MHz,1,4,NA,"3,016",NA,"1,121",NA,NA,NA,May 2023,Unknown,"Laptop, Mobile/Embedded"
1637,ARM Cortex-X1C 4 Core 2438 MHz,1,4,NA,"6,007",NA,"1,244",NA,NA,NA,Jul 2024,Unknown,Unknown
1638,ARM D2000/8 8 Core 2300 MHz,1,8,NA,"2,674",NA,589,NA,NA,NA,Apr 2022,Unknown,Mobile/Embedded
1639,ARM Falkor V1/Kryo 8 Core 1900 MHz,1,8,NA,"1,652",NA,542,NA,NA,NA,Sep 2022,Unknown,Mobile/Embedded
1640,ARM Firestorm 4 Core 2064 MHz,1,4,NA,"7,804",NA,"2,941",NA,NA,NA,Oct 2023,Unknown,Mobile/Embedded
1641,ARM Firestorm 8 Core 2064 MHz,1,8,NA,"6,775",NA,"2,804",NA,NA,NA,Apr 2023,Unknown,Mobile/Embedded
1642,ARM Firestorm-M1 4 Core 2064 MHz,1,4,NA,"7,789",NA,"2,960",NA,NA,NA,Jan 2024,Unknown,Mobile/Embedded
1643,ARM Firestorm-M1-Pro 8 Core 2064 MHz,1,8,NA,"9,872",NA,"2,999",NA,NA,NA,Aug 2024,Unknown,Unknown
1644,ARM FT-2000/4 4 Core 2200 MHz,1,4,NA,881,NA,565,NA,NA,NA,Feb 2022,Unknown,Mobile/Embedded
1645,"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz",1,24,NA,"9,496",NA,733,NA,NA,NA,Apr 2024,Unknown,Mobile/Embedded
1646,ARM Kryo-3XX-Gold 4 Core 1766 MHz,1,4,NA,"2,222",NA,877,NA,NA,NA,Jul 2024,Unknown,Unknown
1647,ARM Kryo-4XX-Gold 8 Core 1804 MHz,1,8,NA,"2,531",NA,"1,128",NA,NA,NA,Apr 2023,Unknown,Mobile/Embedded
1648,ARM Kunpeng-920 8 Core 2600 MHz,1,8,NA,"3,910",NA,735,NA,NA,NA,Apr 2024,Unknown,Mobile/Embedded
1649,ARM Neoverse-N1 128 Core 2800 MHz,1,128,NA,"43,111",NA,"1,239",NA,NA,NA,Mar 2023,Unknown,Server
1650,ARM Neoverse-N1 128 Core 3000 MHz,1,128,NA,"43,229",NA,"1,323",NA,NA,NA,Sep 2022,Unknown,Server
1651,ARM Neoverse-N1 32 Core 1700 MHz,1,32,NA,"11,841",NA,755,NA,NA,NA,Jul 2023,Unknown,Server
1652,ARM Neoverse-N1 64 Core 0 MHz,1,64,NA,"28,064",NA,"1,089",NA,NA,NA,Mar 2021,Unknown,Server
1653,ARM Neoverse-N1 64 Core 2200 MHz,1,64,NA,"20,250",NA,917,NA,NA,NA,Aug 2023,Unknown,Unknown
1654,ARM Neoverse-N1 80 Core 2600 MHz,1,80,NA,"18,823",NA,"1,127",NA,NA,NA,Apr 2022,Unknown,Server
1655,ARM Neoverse-N1 80 Core 2800 MHz,1,80,NA,"11,755",NA,434,NA,NA,NA,Apr 2023,Unknown,Server
1656,ARM Neoverse-N1 80 Core 3000 MHz,1,80,NA,"34,639",NA,"1,326",NA,NA,NA,Aug 2021,Unknown,Server
1657,ARM Neoverse-N2 8 Core 2500 MHz,1,8,NA,"5,544",NA,"1,361",NA,NA,NA,Aug 2024,Unknown,Unknown
1658,ARM Neoverse-V2 72 Core 3465 MHz,1,72,NA,"57,369",NA,"2,328",NA,NA,NA,Aug 2024,Unknown,Unknown
1659,ARM Neoverse-V2 72 Core 3519 MHz,1,72,NA,"57,240",NA,"2,340",NA,NA,NA,Jun 2024,Unknown,Server
1660,ARM Phytium D3000 8 Core 2500 MHz,1,8,NA,"5,528",NA,"1,247",NA,NA,NA,Jul 2024,Unknown,Unknown
1661,ARM phytium FT1500a 4 Core 2000 MHz,1,4,NA,"1,579",NA,716,NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1662,"ARM Phytium,D2000/8 8 Core 2000 MHz",1,8,NA,"2,409",NA,513,NA,NA,NA,May 2023,Unknown,Mobile/Embedded
1663,"ARM Phytium,D2000/8 8 Core 2300 MHz",1,8,NA,"2,690",NA,591,NA,NA,NA,Feb 2023,Unknown,Mobile/Embedded
1664,"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz",1,8,NA,"2,500",NA,587,NA,NA,NA,May 2022,Unknown,Mobile/Embedded
1665,"ARM Phytium,FT-2000/4 8 Core 2300 MHz",1,8,NA,"2,720",NA,603,NA,NA,NA,Oct 2022,Unknown,Mobile/Embedded
1666,ARM X-Gene 32 Core 3000 MHz,1,32,NA,"8,202",NA,608,NA,NA,NA,Dec 2022,Unknown,Mobile/Embedded
1667,ARM X-Gene 32 Core 3300 MHz,1,32,NA,"8,684",NA,583,NA,NA,NA,Dec 2021,Unknown,Mobile/Embedded
1668,ASUS Tinker Board 2/2S,1,6,NA,"1,771",NA,910,NA,NA,NA,Jan 2022,Unknown,Mobile/Embedded
1669,Athlon 64 Dual Core 3800+,1,2,NA,736,NA,653,NA,35,21.03,May 2014,Unknown,Unknown
1670,Athlon 64 Dual Core 5000+,1,2,NA,850,NA,924,NA,89,9.55,Mar 2009,Unknown,Desktop
1671,Athlon 64 Dual Core 5600+,1,2,NA,875,NA,993,NA,65,13.46,Feb 2010,AM2,Desktop
1672,Athlon Dual Core 4050e,1,2,NA,670,NA,744,NA,45,14.89,Oct 2009,AM2,Desktop
1673,Athlon Dual Core 4450e,1,2,NA,681,NA,792,NA,45,15.12,Dec 2009,AM2,Desktop
1674,Athlon Dual Core 4850e,1,2,NA,769,NA,861,NA,45,17.08,Apr 2009,AM2,Desktop
1675,BCM2711,1,4,NA,852,NA,607,NA,NA,NA,Apr 2021,Unknown,Mobile/Embedded
1676,BCM2712,1,4,NA,"3,236",NA,"1,400",NA,NA,NA,May 2024,Unknown,Mobile/Embedded
1677,BCM2835,1,4,NA,"1,239",NA,700,NA,NA,NA,Jan 2022,Unknown,Mobile/Embedded
1678,Broadcom STB (Flattened Device Tree),1,4,NA,659,NA,412,NA,NA,NA,Apr 2023,Unknown,Mobile/Embedded
1679,Celeron Dual-Core T3000 @ 1.80GHz,1,2,NA,687,NA,748,NA,35,19.63,Sep 2009,PGA478,Laptop
1680,Celeron Dual-Core T3100 @ 1.90GHz,1,2,$32.00,599,18.73,637,19.89,35,17.12,Oct 2009,BGA479,Laptop
1681,Celeron Dual-Core T3300 @ 2.00GHz,1,2,$14.97*,633,42.31,711,47.49,35,18.10,Jul 2010,Î¼FCPGA-478,Laptop
1682,Celeron Dual-Core T3500 @ 2.10GHz,1,2,NA,756,NA,862,NA,35,21.61,Nov 2010,PGA478,Laptop
1683,CentaurHauls @2000MHz,1,8,NA,"6,549",NA,"1,118",NA,NA,NA,Sep 2023,Unknown,Desktop
1684,CentaurHauls @2500MHz,1,8,NA,"8,055",NA,"1,384",NA,NA,NA,Jun 2022,Unknown,Desktop
1685,DG1301SML87HY,1,8,NA,"3,624",NA,727,NA,NA,NA,Jan 2022,Unknown,Unknown
1686,DO-Regular,1,1,NA,"1,070",NA,"1,277",NA,NA,NA,May 2021,Unknown,Unknown
1687,Dual-Core AMD Opteron 1220 SE,1,2,NA,748,NA,900,NA,103,7.26,Aug 2016,AM2,Server
1688,Generic DT based system,1,4,NA,632,NA,459,NA,NA,NA,Apr 2021,Unknown,Mobile/Embedded
1689,Giada JHS558 (Android),1,6,NA,"2,022",NA,835,NA,NA,NA,Jun 2023,Unknown,Mobile/Embedded
1690,Google GS201,1,8,NA,"7,321",NA,"2,265",NA,NA,NA,Apr 2023,Unknown,Mobile/Embedded
1691,Google R11 BtWifi Evt1.1,1,2,NA,187,NA,240,NA,NA,NA,Apr 2023,Unknown,Mobile/Embedded
1692,Google Tensor,1,8,NA,"6,726",NA,"2,292",NA,NA,NA,Apr 2023,Unknown,Mobile/Embedded
1693,Google Tensor G3,1,9,NA,"8,136",NA,"2,418",NA,NA,NA,Oct 2023,Unknown,Mobile/Embedded
1694,Google Tensor G4,1,8,NA,"9,254",NA,"2,975",NA,NA,NA,Aug 2024,Unknown,Mobile/Embedded
1695,Grandstream GXV3480 Video Phone,1,4,NA,"1,078",NA,503,NA,NA,NA,Nov 2023,Unknown,Mobile/Embedded
1696,Hardkernel ODROID-N2Plus,1,6,NA,"2,115",NA,888,NA,NA,NA,Apr 2022,Unknown,Mobile/Embedded
1697,"Haydn based on Qualcomm Technologies, Inc SM8350",1,8,NA,"5,359",NA,"1,892",NA,NA,NA,Apr 2021,Unknown,Mobile/Embedded
1698,hi6210sft,1,8,NA,796,NA,269,NA,NA,NA,Jul 2021,Unknown,Mobile/Embedded
1699,High Performance Datacenter v,1,1,NA,"1,610",NA,"1,595",NA,NA,NA,Jan 2023,Unknown,Unknown
1700,HiSilicon Kirin,1,8,NA,"6,669",NA,"2,246",NA,NA,NA,Mar 2023,Unknown,Mobile/Embedded
1701,HiSilicon Kirin 659,1,8,NA,"1,893",NA,670,NA,NA,NA,May 2021,Unknown,Mobile/Embedded
1702,Hisilicon Kirin 925,1,8,NA,"1,053",NA,398,NA,NA,NA,Jul 2024,Unknown,Mobile/Embedded
1703,Hisilicon Kirin 930,1,8,NA,"1,415",NA,430,NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1704,Hisilicon Kirin 935,1,8,NA,"1,599",NA,352,NA,NA,NA,Apr 2022,Unknown,Mobile/Embedded
1705,HiSilicon Kirin 950,1,8,NA,"2,457",NA,857,NA,NA,NA,May 2021,Unknown,Mobile/Embedded
1706,Hisilicon Kirin 955,1,8,NA,"2,936",NA,756,NA,NA,NA,Jun 2022,Unknown,Mobile/Embedded
1707,HiSilicon Kirin 960,1,8,NA,"2,809",NA,"1,093",NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1708,HiSilicon Kirin 970,1,8,NA,"2,908",NA,"1,110",NA,NA,NA,Apr 2021,Unknown,Mobile/Embedded
1709,Hisilicon Kirin 990,1,8,NA,"3,965",NA,"1,658",NA,NA,NA,Jan 2021,Unknown,Mobile/Embedded
1710,Hisilicon Kirin710,1,8,NA,"2,438",NA,942,NA,NA,NA,Jan 2021,Unknown,Mobile/Embedded
1711,Hisilicon Kirin810,1,8,NA,"2,945",NA,"1,515",NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1712,Hisilicon Kirin820,1,8,NA,"3,893",NA,"1,402",NA,NA,NA,Jul 2021,Unknown,Mobile/Embedded
1713,Hisilicon Kirin9000,1,8,NA,"5,083",NA,"2,490",NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1714,Hisilicon Kirin970,1,8,NA,"2,681",NA,919,NA,NA,NA,Jan 2021,Unknown,Mobile/Embedded
1715,Hisilicon Kirin980,1,8,NA,"4,373",NA,"1,741",NA,NA,NA,Jan 2021,Unknown,Mobile/Embedded
1716,Hisilicon Kirin985,1,8,NA,"4,162",NA,"1,823",NA,NA,NA,Feb 2021,Unknown,Mobile/Embedded
1717,HP Hexa-Core 2.0GHz,1,4,$504.27*,"1,741",3.45,804,1.59,NA,NA,Nov 2014,Unknown,Unknown
1718,Hygon C86 3185 8-core,1,8,NA,"9,243",NA,"1,881",NA,95,97.30,Nov 2022,Unknown,Desktop
1719,Hygon C86 3250 8-core,1,8,NA,"11,476",NA,"1,741",NA,NA,NA,Mar 2023,Unknown,Desktop
1720,Hygon C86 3350 8-core,1,8,NA,"12,292",NA,"1,741",NA,NA,NA,Jul 2024,Unknown,Unknown
1721,Hygon C86 7255 16-core,1,16,NA,"18,831",NA,"1,490",NA,NA,NA,Dec 2021,Unknown,Server
1722,[Dual CPU] Hygon C86 S316 16-core,2,16,NA,"27,680",NA,"1,677",NA,NA,NA,Jun 2024,Unknown,Desktop
1723,Intel 2.80GHz,1,2,NA,341,NA,456,NA,NA,NA,Jun 2019,Unknown,Unknown
1724,Intel 300,1,2,$82.00*,"7,160",87.32,"3,235",39.45,46,155.66,Jan 2024,FCLGA1700,Desktop
1725,Intel Atom 230 @ 1.60GHz,1,1,NA,169,NA,185,NA,4,42.28,Mar 2009,BGA437,Desktop
1726,Intel Atom 330 @ 1.60GHz,1,2,NA,363,NA,255,NA,8,45.32,Feb 2009,BGA437,Desktop
1727,Intel Atom C1110,1,4,NA,"3,170",NA,"1,233",NA,13,243.82,Dec 2023,Unknown,Mobile/Embedded
1728,Intel Atom C2338 @ 1.74GHz,1,2,NA,584,NA,233,NA,7,83.40,Oct 2014,FCBGA1283,Laptop
1729,Intel Atom C2350 @ 1.74GHz,1,2,$43.00*,520,12.10,493,11.46,6,86.72,Dec 2021,FCBGA1283,Server
1730,Intel Atom C2358 @ 1.74GHz,1,2,NA,578,NA,391,NA,7,82.50,Jun 2016,FCBGA1283,Laptop
1731,Intel Atom C2538 @ 2.40GHz,1,4,$104.00*,960,9.23,491,4.72,15,64.01,May 2018,FCBGA1283,Laptop
1732,Intel Atom C2550 @ 2.40GHz,1,4,NA,"1,422",NA,554,NA,14,101.57,Aug 2014,FCBGA1283,Server
1733,Intel Atom C2558 @ 2.40GHz,1,4,$136.00*,"1,424",10.47,512,3.76,15,94.96,Jul 2015,BGA 1283,"Laptop, Mobile/Embedded"
1734,Intel Atom C2750 @ 2.40GHz,1,8,$232.00*,"2,789",12.02,694,2.99,20,139.43,Mar 2014,FCBGA1283,Server
1735,Intel Atom C2750 @ 2.41GHz,1,8,NA,"2,174",NA,291,NA,20,108.70,Jun 2015,BGA 1283,Server
1736,Intel Atom C2758 @ 2.40GHz,1,8,$214.86*,"2,397",11.16,576,2.68,20,119.85,Jul 2015,BGA 1283,"Laptop, Mobile/Embedded"
1737,Intel Atom C3338 @ 1.50GHz,1,2,NA,"1,028",NA,806,NA,8.5,121.00,Apr 2021,FCBGA1310,"Server, Mobile/Embedded"
1738,Intel Atom C3508 @ 1.60GHz,1,4,$87.75*,"1,796",20.47,636,7.25,11.5,156.18,Feb 2024,FCBGA1310,Server
1739,Intel Atom C3538 @ 2.10GHz,1,4,$75.00*,"1,889",25.18,744,9.92,15,125.90,May 2018,FCBGA1310,Server
1740,Intel Atom C3558 @ 2.20GHz,1,4,$86.00*,"2,426",28.20,855,9.94,16,151.59,Nov 2017,FCBGA1310,Server
1741,Intel Atom C3758 @ 2.20GHz,1,8,$193.00*,"4,614",23.91,867,4.49,25,184.56,Apr 2020,FCBGA1310,Server
1742,Intel Atom C3758R @ 2.40GHz,1,8,$224.00*,"5,116",22.84,956,4.27,26,196.76,Jan 2024,FCBGA1310,Server
1743,Intel Atom C3858 @ 2.00GHz,1,12,$332.00*,"4,707",14.18,652,1.96,25,188.27,Jul 2018,FCBGA1310,Server
1744,Intel Atom C3958 @ 2.00GHz,1,16,$449.00*,"3,929",8.75,737,1.64,31,126.74,Aug 2019,FCBGA1310,Server
1745,Intel Atom C5125,1,8,$299.00*,"8,631",28.87,"1,486",4.97,50,172.62,Nov 2022,FCBGA2106,Server
1746,Intel Atom D2500 @ 1.86GHz,1,2,NA,246,NA,326,NA,10,24.64,Apr 2012,BGA559,Desktop
1747,Intel Atom D2550 @ 1.86GHz,1,2,NA,409,NA,322,NA,10,40.94,Jul 2012,BGA559,Desktop
1748,Intel Atom D2560 @ 2.00GHz,1,2,NA,433,NA,353,NA,10,43.31,Dec 2013,Unknown,Desktop
1749,Intel Atom D2700 @ 2.13GHz,1,2,NA,467,NA,378,NA,10,46.68,Dec 2011,BGA559,Desktop
1750,Intel Atom D2701 @ 2.13GHz,1,2,NA,511,NA,384,NA,10,51.14,May 2013,BGA559,Laptop
1751,Intel Atom D410 @ 1.66GHz,1,1,$635.99*,180,0.28,241,0.38,10,17.96,Feb 2010,BGA559,Desktop
1752,Intel Atom D425 @ 1.80GHz,1,1,$992.98*,204,0.21,271,0.27,10,20.42,Jan 2011,BGA559,Desktop
1753,Intel Atom D510 @ 1.66GHz,1,2,$97.16*,406,4.18,293,3.01,13,31.21,Jan 2010,BGA559,Desktop
1754,Intel Atom D525 @ 1.80GHz,1,2,NA,402,NA,306,NA,13,30.96,Jun 2010,BGA559,Desktop
1755,Intel Atom E3805 @ 1.33GHz,1,2,$20.00*,406,20.31,376,18.80,3,135.42,Jul 2022,FCBGA1170,Mobile/Embedded
1756,Intel Atom E3815 @ 1.46GHz,1,1,$135.00*,184,1.36,266,1.97,5,36.84,May 2014,FCBGA1170,Desktop
1757,Intel Atom E3825 @ 1.33GHz,1,2,$70.32*,378,5.37,309,4.40,6,62.92,Jun 2014,FCBGA1170,Desktop
1758,Intel Atom E3826 @ 1.46GHz,1,2,NA,304,NA,395,NA,7,43.45,Jun 2016,FCBGA1170,Laptop
1759,Intel Atom E3827 @ 1.74GHz,1,2,NA,463,NA,468,NA,8,57.84,Mar 2016,FCBGA1170,Laptop
