,CPU Name,No. Sockets,Cores,Price,CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Performance,Test Date,Socket,Category
3347,Intel Pentium Gold G6400T @ 3.40GHz,1,2,$64.00*,"3,541",55.33,"2,101",32.82,35,101.18,Apr 2021,FCLGA1200,Desktop
3348,Intel Pentium Gold G6405 @ 4.10GHz,1,2,$72.92,"4,244",58.20,"2,512",34.45,58,73.17,Jun 2021,FCLGA1200,Desktop
3349,Intel Pentium Gold G6405T @ 3.50GHz,1,2,$64.00*,"3,341",52.20,"1,936",30.25,35,95.46,Jun 2021,FCLGA1200,Desktop
3350,Intel Pentium Gold G6500 @ 4.10GHz,1,2,$70.98,"4,140",58.32,"2,488",35.05,58,71.37,Oct 2020,FCLGA1200,Desktop
3351,Intel Pentium Gold G6500T @ 3.50GHz,1,2,$75.00*,"3,874",51.65,"2,238",29.84,35,110.68,Mar 2021,FCLGA1200,Desktop
3352,Intel Pentium Gold G6505 @ 4.20GHz,1,2,$75.00*,"4,371",58.28,"2,649",35.33,58,75.36,Aug 2021,FCLGA1200,Desktop
3353,Intel Pentium Gold G6505T @ 3.60GHz,1,2,$90.00*,"3,698",41.08,"2,271",25.24,35,105.65,Dec 2022,FCLGA1200,Desktop
3354,Intel Pentium Gold G6600 @ 4.20GHz,1,2,$239.90*,"4,273",17.81,"2,507",10.45,58,73.66,Mar 2021,FCLGA1200,Desktop
3355,Intel Pentium Gold G6605 @ 4.30GHz,1,2,$179.52*,"4,509",25.12,"2,619",14.59,58,77.74,Jul 2021,FCLGA1200,Desktop
3356,Intel Pentium Gold G7400,1,2,$113.32,"6,733",59.41,"2,999",26.47,46,146.37,Feb 2022,"LGA1700,BGA1700",Desktop
3357,Intel Pentium Gold G7400T,1,2,$64.00*,"5,737",89.65,"2,549",39.84,35,163.92,Jun 2022,Unknown,Desktop
3358,Intel Pentium III 1400 @ 1400MHz,1,1,NA,193,NA,272,NA,31.2,6.19,Aug 2009,Socket 370,Desktop
3359,Intel Pentium III 1400S @ 1400MHz,1,1,NA,194,NA,278,NA,32.2,6.04,Jul 2009,Socket 370,Desktop
3360,Intel Pentium III Mobile 1066MHz,1,1,NA,160,NA,210,NA,NA,NA,Mar 2009,Unknown,Laptop
3361,Intel Pentium III Mobile 1133MHz,1,1,NA,164,NA,218,NA,NA,NA,Mar 2009,Unknown,Laptop
3362,Intel Pentium III Mobile 1200MHz,1,1,NA,156,NA,216,NA,NA,NA,Feb 2009,Unknown,Laptop
3363,Intel Pentium III Mobile 800MHz,1,1,$79.00*,119,1.51,155,1.96,NA,NA,Apr 2009,Unknown,Laptop
3364,Intel Pentium III Mobile 866MHz,1,1,$10.00,99,9.89,132,13.16,NA,NA,Apr 2009,Unknown,Laptop
3365,Intel Pentium J2850 @ 2.41GHz,1,4,NA,"1,016",NA,646,NA,10,101.56,May 2014,FCBGA1170,Desktop
3366,Intel Pentium J2900 @ 2.41GHz,1,4,NA,"1,249",NA,733,NA,10,124.89,Feb 2014,FCBGA1170,Desktop
3367,Intel Pentium J3710 @ 1.60GHz,1,4,NA,"1,455",NA,709,NA,6.5,223.80,May 2016,Unknown,Desktop
3368,Intel Pentium J4205 @ 1.50GHz,1,4,NA,"2,406",NA,916,NA,10,240.58,Oct 2016,FCBGA1296,Desktop
3369,Intel Pentium J6426 @ 2.00GHz,1,4,$80.00*,"4,180",52.25,"1,565",19.56,10,418.01,Feb 2022,FCBGA1493,Mobile/Embedded
3370,Intel Pentium M 1.10GHz,1,1,NA,184,NA,218,NA,NA,NA,Mar 2009,Unknown,Laptop
3371,Intel Pentium M 1.20GHz,1,1,NA,199,NA,262,NA,NA,NA,Dec 2008,Unknown,Laptop
3372,Intel Pentium M 1.30GHz,1,1,NA,196,NA,250,NA,22,8.91,Feb 2009,"H-PBGA479, PPG",Laptop
3373,Intel Pentium M 1.40GHz,1,1,NA,225,NA,264,NA,22,10.21,Dec 2008,"H-PBGA479, PPG",Laptop
3374,Intel Pentium M 1.50GHz,1,1,NA,240,NA,323,NA,24.5,9.80,Feb 2009,"H-PBGA479, PPG",Laptop
3375,Intel Pentium M 1.60GHz,1,1,NA,194,NA,427,NA,24.5,7.93,Nov 2008,"H-PBGA479, PPG",Laptop
3376,Intel Pentium M 1.70GHz,1,1,NA,239,NA,318,NA,24.5,9.77,Dec 2008,"H-PBGA479, PPG",Laptop
3377,Intel Pentium M 1.73GHz,1,1,NA,205,NA,494,NA,27,7.58,Jan 2009,"H-PBGA479, PPGA4",Laptop
3378,Intel Pentium M 1.80GHz,1,1,NA,280,NA,389,NA,21,13.36,Dec 2008,"H-PBGA479, PPGA4",Laptop
3379,Intel Pentium M 1.86GHz,1,1,NA,222,NA,499,NA,27,8.21,Feb 2009,"H-PBGA479, PPGA4",Laptop
3380,Intel Pentium M 1000MHz,1,1,NA,156,NA,222,NA,7,22.22,Mar 2009,Unknown,Laptop
3381,Intel Pentium M 1200MHz,1,1,NA,155,NA,166,NA,12,12.88,Apr 2009,Unknown,Laptop
3382,Intel Pentium M 1300MHz,1,1,NA,197,NA,271,NA,22,8.98,Feb 2009,"H-PBGA479, PPGA4",Laptop
3383,Intel Pentium M 1400MHz,1,1,NA,208,NA,282,NA,22,9.46,Feb 2009,"H-PBGA479, PPGA4",Laptop
3384,Intel Pentium M 1500MHz,1,1,NA,188,NA,251,NA,24.5,7.65,Feb 2009,"H-PBGA479, PPGA4",Laptop
3385,Intel Pentium M 1600MHz,1,1,NA,193,NA,313,NA,24.5,7.86,Feb 2009,"H-PBGA479, PPGA4",Laptop
3386,Intel Pentium M 1700MHz,1,1,NA,237,NA,361,NA,24.5,9.69,Mar 2009,"H-PBGA479, PPGA4",Laptop
3387,Intel Pentium M 2.00GHz,1,1,NA,270,NA,363,NA,21,12.87,Feb 2009,"H-PBGA479, PPGA4",Laptop
3388,Intel Pentium M 2.10GHz,1,1,NA,292,NA,353,NA,21,13.89,Feb 2009,"H-PBGA479, PPGA4",Laptop
3389,Intel Pentium M 2.13GHz,1,1,NA,234,NA,472,NA,27,8.67,Feb 2009,"H-PBGA479, PPGA4",Laptop
3390,Intel Pentium M 2.26GHz,1,1,NA,227,NA,508,NA,27,8.41,Mar 2009,"H-PBGA479, PPGA4",Laptop
3391,Intel Pentium M 900MHz,1,1,NA,141,NA,200,NA,7,20.19,May 2009,Unknown,Laptop
3392,Intel Pentium N3510 @ 1.99GHz,1,4,NA,878,NA,534,NA,7.5,117.10,Dec 2013,FCBGA1170,Laptop
3393,Intel Pentium N3520 @ 2.16GHz,1,4,NA,"1,145",NA,663,NA,7.5,152.70,Jan 2014,FCBGA1170,Laptop
3394,Intel Pentium N3530 @ 2.16GHz,1,4,NA,"1,189",NA,699,NA,7.5,158.53,Jun 2014,FCBGA1170,Laptop
3395,Intel Pentium N3540 @ 2.16GHz,1,4,$250.87*,"1,201",4.79,707,2.82,7.5,160.15,Oct 2014,FCBGA1170,Laptop
3396,Intel Pentium N3700 @ 1.60GHz,1,4,$444.78*,"1,252",2.81,631,1.42,6,208.59,Apr 2015,FCBGA1170,Laptop
3397,Intel Pentium N3710 @ 1.60GHz,1,4,NA,"1,391",NA,687,NA,6,231.78,Mar 2016,FCBGA1170,Laptop
3398,Intel Pentium N4200 @ 1.10GHz,1,4,$228.71*,"2,170",9.49,858,3.75,6,361.70,Nov 2016,FCBGA1296,Laptop
3399,Intel Pentium N6415 @ 1.20GHz,1,4,$80.00*,"3,532",44.15,"1,539",19.23,6.5,543.40,Apr 2021,FCBGA1493,Mobile/Embedded
3400,Intel Pentium P6000 @ 1.87GHz,1,2,NA,810,NA,735,NA,35,23.14,Jun 2010,PGA988,Laptop
3401,Intel Pentium P6100 @ 2.00GHz,1,2,$18.44,880,47.74,831,45.09,35,25.15,Sep 2010,PGA988,Laptop
3402,Intel Pentium P6200 @ 2.13GHz,1,2,$24.95,906,36.33,856,34.30,35,25.90,Dec 2010,PGA988,Laptop
3403,Intel Pentium P6300 @ 2.27GHz,1,2,NA,834,NA,772,NA,35,23.83,May 2011,PGA988,Laptop
3404,Intel Pentium Silver J5005 @ 1.50GHz,1,4,$521.99*,"3,101",5.94,"1,206",2.31,10,310.12,Dec 2017,FCBGA1090,Desktop
3405,Intel Pentium Silver J5040 @ 2.00GHz,1,4,NA,"3,252",NA,"1,347",NA,10,325.20,Jan 2020,FCBGA1090,Desktop
3406,Intel Pentium Silver N5000 @ 1.10GHz,1,4,$161.00*,"2,605",16.18,"1,134",7.05,6,434.10,Mar 2018,FCBGA1090,Laptop
3407,Intel Pentium Silver N5020 @ 1.10GHz,1,4,NA,"3,404",NA,"1,307",NA,6,567.30,Nov 2021,FCBGA1090,Laptop
3408,Intel Pentium Silver N5030 @ 1.10GHz,1,4,NA,"2,570",NA,"1,238",NA,6,428.26,Feb 2020,FCBGA1090,Laptop
3409,Intel Pentium Silver N6000 @ 1.10GHz,1,4,NA,"3,059",NA,"1,411",NA,6,509.91,Mar 2021,FCBGA1338,Mobile/Embedded
3410,Intel Pentium Silver N6005 @ 2.00GHz,1,4,NA,"5,367",NA,"1,769",NA,10,536.73,Oct 2021,FCBGA1338,"Laptop, Mobile/Embedded"
3411,Intel Pentium SU2700 @ 1.30GHz,1,1,NA,228,NA,480,NA,10,22.84,Aug 2009,Unknown,Laptop
3412,Intel Pentium SU4100 @ 1.30GHz,1,2,NA,492,NA,524,NA,10,49.17,Sep 2009,BGA956,Laptop
3413,Intel Pentium T2060 @ 1.60GHz,1,2,NA,330,NA,490,NA,31,10.64,Dec 2008,PGA478,Laptop
3414,Intel Pentium T2080 @ 1.73GHz,1,2,$149.95*,341,2.27,528,3.52,31,10.99,Dec 2008,PGA478,Laptop
3415,Intel Pentium T2130 @ 1.86GHz,1,2,NA,382,NA,583,NA,31,12.33,Feb 2009,PGA478,Laptop
3416,Intel Pentium T2310 @ 1.46GHz,1,2,NA,531,NA,559,NA,35,15.16,Dec 2008,PPGA478,Laptop
3417,Intel Pentium T2330 @ 1.60GHz,1,2,$89.95*,538,5.98,572,6.36,35,15.37,Feb 2009,PPGA478,Laptop
3418,Intel Pentium T2370 @ 1.73GHz,1,2,$25.00*,558,22.31,594,23.75,35,15.94,Dec 2008,PPGA478,Laptop
3419,Intel Pentium T2390 @ 1.86GHz,1,2,NA,568,NA,651,NA,35,16.22,Feb 2009,PPGA478,Laptop
3420,Intel Pentium T2410 @ 2.00GHz,1,2,NA,566,NA,712,NA,NA,NA,Mar 2009,Unknown,Unknown
3421,Intel Pentium T3200 @ 2.00GHz,1,2,$12.00*,631,52.58,711,59.25,35,18.03,Feb 2009,PPGA478,Laptop
3422,Intel Pentium T3400 @ 2.16GHz,1,2,$79.95*,653,8.17,732,9.15,35,18.66,Feb 2009,PPGA478,Laptop
3423,Intel Pentium T4200 @ 2.00GHz,1,2,$98.95*,712,7.19,778,7.86,35,20.34,Mar 2009,PGA478,Laptop
3424,Intel Pentium T4300 @ 2.10GHz,1,2,$98.95*,757,7.65,811,8.20,35,21.62,Aug 2009,PGA478,Laptop
3425,Intel Pentium T4400 @ 2.20GHz,1,2,$109.95*,769,7.00,842,7.66,35,21.98,Dec 2011,PGA478,Laptop
3426,Intel Pentium T4500 @ 2.30GHz,1,2,$29.95*,824,27.51,904,30.19,35,23.54,Feb 2010,PGA478,Laptop
3427,Intel Pentium U5400 @ 1.20GHz,1,2,NA,552,NA,501,NA,18,30.67,Aug 2010,BGA1288,Laptop
3428,Intel Pentium U5600 @ 1.33GHz,1,2,NA,624,NA,588,NA,18,34.68,Feb 2011,BGA1288,Laptop
3429,Intel T1400 @ 1.73GHz,1,2,$15.00*,548,36.56,648,43.23,NA,NA,Mar 2009,Unknown,Unknown
3430,Intel T1500 @ 1.86GHz,1,2,NA,548,NA,661,NA,NA,NA,May 2009,Unknown,Unknown
3431,Intel T2050 @ 2.00GHz,1,2,NA,516,NA,611,NA,31,16.64,Dec 2012,PPGA478,Unknown
3432,Intel U300,1,5,$193.00*,"8,355",43.29,"3,066",15.88,15,556.97,Jul 2023,FCBGA1744,Laptop
3433,Intel U300E,1,5,$196.00*,"9,478",48.36,"3,546",18.09,15,631.86,Jan 2024,FCBGA1744,Mobile/Embedded
3434,Intel U4100 @ 1.30GHz,1,2,NA,610,NA,554,NA,NA,NA,Nov 2023,Unknown,Unknown
3435,Intel Xeon 2.00GHz,1,1,NA,152,NA,259,NA,NA,NA,Feb 2009,Unknown,Server
3436,Intel XEON 2.20GHz,1,1,NA,164,NA,351,NA,NA,NA,May 2009,Unknown,Server
3437,Intel Xeon 2.40GHz,1,1,$9.10*,180,19.73,387,42.52,NA,NA,Mar 2009,Unknown,Server
3438,Intel Xeon 2.80GHz,1,1,NA,260,NA,384,NA,103,2.52,Nov 2008,PPGA604,Server
3439,Intel Xeon 3.00GHz,1,1,NA,425,NA,607,NA,103,4.12,Feb 2009,PPGA604,Server
3440,[Dual CPU] Intel Xeon 3.06GHz,2,1,NA,533,NA,600,NA,NA,NA,Feb 2009,Unknown,Server
3441,Intel Xeon 3.20GHz,1,1,NA,478,NA,696,NA,103,4.64,Feb 2009,PPGA604,Server
3442,[Dual CPU] Intel Xeon 3.20GHz,2,1,NA,786,NA,673,NA,103,NA,Feb 2009,PPGA604,Server
3443,Intel Xeon 3.40GHz,1,1,NA,375,NA,519,NA,103,3.64,Nov 2008,PPGA604,Server
3444,[Dual CPU] Intel Xeon 3.40GHz,2,1,NA,843,NA,723,NA,103,NA,Nov 2008,PPGA604,Server
3445,Intel Xeon 3.60GHz,1,1,$851.00*,403,0.47,643,0.76,110,3.67,Mar 2009,PPGA604,Server
3446,Intel Xeon 3.73GHz,1,2,NA,901,NA,734,NA,NA,NA,May 2009,Unknown,Server
3447,[Dual CPU] Intel Xeon 3.73GHz,2,2,NA,"1,511",NA,776,NA,NA,NA,May 2009,Unknown,Server
3448,Intel Xeon 3.80GHz,1,1,$851.00*,393,0.46,594,0.70,110,3.57,Apr 2009,PPGA604,Server
3449,Intel Xeon 3040 @ 1.86GHz,1,2,$25.04*,790,31.53,621,24.81,65,12.15,Nov 2009,LGA775,Server
3450,Intel Xeon 3050 @ 2.13GHz,1,2,$157.95*,818,5.18,711,4.50,65,12.59,Feb 2009,LGA775,Server
3451,Intel Xeon 3060 @ 2.40GHz,1,2,$22.99*,983,42.74,957,41.61,65,15.12,Jul 2009,LGA775,Server
3452,Intel Xeon 3065 @ 2.33GHz,1,2,$20.90*,867,41.49,836,40.00,65,13.34,May 2009,LGA775,Server
3453,Intel Xeon 3070 @ 2.66GHz,1,2,$28.65*,"1,025",35.78,"1,024",35.74,65,15.77,May 2010,LGA775,Server
3454,Intel Xeon 3075 @ 2.66GHz,1,2,$349.95*,"1,096",3.13,"1,096",3.13,NA,NA,Feb 2011,Unknown,Server
3455,Intel Xeon 3085 @ 3.00GHz,1,2,NA,"1,070",NA,"1,124",NA,65,16.46,Nov 2015,LGA775,Server
3456,Intel Xeon 5110 @ 1.60GHz,1,2,$35.00*,405,11.57,423,12.09,65,6.23,Mar 2009,LGA771,Server
3457,[Dual CPU] Intel Xeon 5110 @ 1.60GHz,2,2,$70.00*,"1,373",19.61,652,NA,65,NA,Mar 2009,LGA771,Server
3458,Intel Xeon 5120 @ 1.86GHz,1,2,$227.00,763,3.36,748,3.30,65,11.73,Mar 2009,LGA771,Server
3459,[Dual CPU] Intel Xeon 5120 @ 1.86GHz,2,2,$454.00,"1,486",3.27,770,NA,65,NA,Mar 2009,LGA771,Server
3460,Intel Xeon 5130 @ 2.00GHz,1,2,$48.99*,795,16.22,796,16.24,65,12.23,Feb 2009,LGA771,Server
3461,[Dual CPU] Intel Xeon 5130 @ 2.00GHz,2,2,$97.98*,"1,660",16.95,818,NA,65,NA,Feb 2009,LGA771,Server
3462,Intel Xeon 5133 @ 2.20GHz,1,2,NA,887,NA,838,NA,40,22.18,Nov 2013,LGA771,Server
3463,Intel Xeon 5140 @ 2.33GHz,1,2,$36.99*,857,23.16,870,23.51,65,13.18,Mar 2009,LGA771,Server
3464,[Dual CPU] Intel Xeon 5140 @ 2.33GHz,2,2,$73.98*,"1,786",24.14,921,NA,65,NA,Mar 2009,LGA771,Server
3465,Intel Xeon 5148 @ 2.33GHz,1,2,$20.00*,912,45.62,868,43.39,40,22.81,Jan 2010,LGA771,Server
3466,Intel Xeon 5150 @ 2.66GHz,1,2,$30.99*,924,29.80,"1,023",33.02,65,14.21,Feb 2009,LGA771,Server
3467,[Dual CPU] Intel Xeon 5150 @ 2.66GHz,2,2,$61.98*,"2,043",32.97,"1,065",NA,65,NA,Feb 2009,LGA771,Server
3468,Intel Xeon 5160 @ 3.00GHz,1,2,$43.50*,963,22.14,"1,134",26.08,80,12.04,Feb 2009,LGA771,Server
3469,[Dual CPU] Intel Xeon 5160 @ 3.00GHz,2,2,$87.00*,"2,361",27.14,"1,198",NA,80,NA,Feb 2009,LGA771,Server
3470,Intel Xeon @ 2.00GHz,1,6,NA,"7,363",NA,939,NA,NA,NA,Jun 2019,Unknown,Unknown
3471,Intel Xeon @ 2.20GHz,1,1,NA,"1,324",NA,"1,383",NA,61,21.70,Mar 2018,PPGA603,Server
3472,[Quad CPU] Intel Xeon @ 2.20GHz,4,1,NA,"2,167",NA,"1,177",NA,61,NA,Mar 2018,PPGA603,Server
3473,Intel Xeon Bronze 3104 @ 1.70GHz,1,6,$120.00*,"4,437",36.97,"1,013",8.44,85,52.20,Jan 2018,FCLGA3647,Server
3474,[Dual CPU] Intel Xeon Bronze 3104 @ 1.70GHz,2,6,$240.00*,"8,079",33.66,"1,054",NA,85,NA,Jan 2018,FCLGA3647,Server
3475,Intel Xeon Bronze 3106 @ 1.70GHz,1,8,$566.45,"5,753",10.16,"1,002",1.77,85,67.68,Apr 2018,FCLGA3647,Server
3476,[Dual CPU] Intel Xeon Bronze 3106 @ 1.70GHz,2,8,"$1,132.90","9,706",8.57,"1,006",NA,85,NA,Apr 2018,FCLGA3647,Server
3477,Intel Xeon Bronze 3204 @ 1.90GHz,1,6,$154.44,"4,832",31.29,"1,101",7.13,85,56.84,Jan 2020,FCLGA3647,Server
3478,[Dual CPU] Intel Xeon Bronze 3204 @ 1.90GHz,2,6,$308.88,"9,019",29.20,"1,116",NA,85,NA,Jan 2020,FCLGA3647,Server
3479,[Dual CPU] Intel Xeon Bronze 3206R @ 1.90GHz,2,8,$612.00*,"10,797",17.64,"1,154",NA,85,NA,Jun 2021,FCLGA3647,Server
3480,Intel Xeon Bronze 3408U,1,8,$415.00*,"9,557",23.03,"1,430",3.45,125,76.45,Aug 2024,FCLGA4677,Server
3481,Intel Xeon D-1518 @ 2.20GHz,1,4,NA,"4,674",NA,"1,356",NA,35,133.56,Jun 2016,FCBGA1667,Server
3482,Intel Xeon D-1520 @ 2.20GHz,1,4,NA,"4,917",NA,"1,270",NA,45,109.28,Nov 2015,BGA 1667,Server
3483,Intel Xeon D-1521 @ 2.40GHz,1,4,NA,"5,696",NA,"1,685",NA,45,126.57,Feb 2016,FCBGA1667,Server
3484,Intel Xeon D-1527 @ 2.20GHz,1,4,$213.00*,"5,213",24.48,"1,552",7.29,35,148.95,Jul 2020,FCBGA1667,Server
3485,Intel Xeon D-1528 @ 1.90GHz,1,6,NA,"6,823",NA,"1,487",NA,35,194.95,May 2016,FCBGA1667,"Laptop, Server"
3486,Intel Xeon D-1531 @ 2.20GHz,1,6,$348.00*,"7,592",21.82,"1,482",4.26,45,168.71,Oct 2017,FCBGA1667,Server
3487,Intel Xeon D-1537 @ 1.70GHz,1,8,$571.00*,"7,444",13.04,"1,225",2.15,35,212.68,Apr 2018,FCBGA1667,Server
3488,Intel Xeon D-1539 @ 1.60GHz,1,8,$486.00*,"7,175",14.76,"1,179",2.43,35,204.99,Sep 2019,FCBGA1667,Server
3489,Intel Xeon D-1540 @ 2.00GHz,1,8,NA,"10,061",NA,"1,612",NA,45,223.57,Apr 2015,FCBGA1667,Server
3490,Intel Xeon D-1541 @ 2.10GHz,1,8,NA,"10,113",NA,"1,703",NA,45,224.73,Mar 2016,FCBGA1667,Server
3491,Intel Xeon D-1548 @ 2.00GHz,1,8,$555.00*,"9,075",16.35,"1,647",2.97,45,201.66,Apr 2019,FCBGA1667,Server
3492,Intel Xeon D-1557 @ 1.50GHz,1,12,$694.00*,"9,285",13.38,"1,090",1.57,45,206.34,Aug 2019,FCBGA1667,Server
3493,Intel Xeon D-1559 @ 1.50GHz,1,12,NA,"8,015",NA,"1,033",NA,45,178.10,Aug 2017,FCBGA1667,Server
3494,Intel Xeon D-1567 @ 2.10GHz,1,12,NA,"10,447",NA,"1,156",NA,65,160.73,Apr 2017,FCBGA1667,Server
3495,Intel Xeon D-1577 @ 1.30GHz,1,16,"$1,176.00*","11,645",9.90,"1,319",1.12,45,258.78,Sep 2020,FCBGA1667,Server
3496,Intel Xeon D-1581 @ 1.80GHz,1,16,NA,"13,282",NA,"1,482",NA,65,204.33,Nov 2021,FCBGA1667,Server
3497,Intel Xeon D-1587 @ 1.70GHz,1,16,NA,"13,566",NA,"1,327",NA,65,208.71,Jul 2016,FCBGA1667,Server
3498,Intel Xeon D-1602 @ 2.50GHz,1,2,$106.00*,"2,459",23.20,"1,435",13.54,27,91.07,Dec 2020,FCBGA1667,Server
3499,Intel Xeon D-1622 @ 2.60GHz,1,4,$170.00*,"6,205",36.50,"1,875",11.03,40,155.12,Apr 2021,FCBGA1667,Server
3500,Intel Xeon D-1715TER @ 2.40GHz,1,4,$285.00*,"9,104",31.94,"2,269",7.96,50,182.08,Apr 2022,FCBGA2227,Server
3501,Intel Xeon D-1718T @ 2.60GHz,1,4,$314.00*,"9,713",30.93,"2,297",7.32,46,211.15,Nov 2022,FCBGA2227,Server
3502,Intel Xeon D-1726 @ 2.90GHz,1,6,$490.00*,"15,511",31.65,"2,477",5.06,70,221.58,Jan 2023,FCBGA2227,Server
3503,Intel Xeon D-1732TE @ 1.90GHz,1,8,$759.00*,"14,254",18.78,"2,015",2.65,52,274.11,Nov 2022,FCBGA2227,Server
3504,Intel Xeon D-1733NT @ 2.00GHz,1,8,$720.00*,"14,849",20.62,"2,198",3.05,53,280.17,May 2022,FCBGA2227,Server
3505,Intel Xeon D-1736NT @ 2.70GHz,1,8,NA,"17,826",NA,"2,392",NA,67,266.05,Oct 2022,FCBGA2227,Server
3506,Intel Xeon D-1747NTE @ 2.50GHz,1,10,"$1,201.00*","20,279",16.89,"2,208",1.84,80,253.49,Aug 2022,FCBGA2227,Server
3507,Intel Xeon D-2123IT @ 2.20GHz,1,4,$213.00*,"6,676",31.34,"1,725",8.10,60,111.27,Sep 2018,FCBGA2518,Server
3508,Intel Xeon D-2141I @ 2.20GHz,1,8,$555.00*,"12,117",21.83,"1,713",3.09,65,186.42,Jan 2019,FCBGA2518,Server
3509,Intel Xeon D-2143IT @ 2.20GHz,1,8,$566.00*,"12,461",22.02,"1,712",3.02,65,191.71,Aug 2018,FCBGA2518,Server
3510,Intel Xeon D-2146NT @ 2.30GHz,1,8,$641.00*,"11,736",18.31,"1,802",2.81,80,146.69,Aug 2019,FCBGA2518,Server
3511,Intel Xeon D-2166NT @ 2.00GHz,1,12,"$1,005.00*","15,105",15.03,"1,751",1.74,85,177.70,Jan 2020,FCBGA2518,Server
3512,Intel Xeon D-2183IT @ 2.20GHz,1,16,"$1,764.00*","19,377",10.98,"1,719",0.97,100,193.77,May 2018,FCBGA2518,Server
3513,Intel Xeon D-2187NT @ 2.00GHz,1,16,"$1,989.00*","18,070",9.08,"1,425",0.72,110,164.27,Jan 2020,FCBGA2518,Server
3514,Intel Xeon D-2712T @ 1.90GHz,1,4,$363.00*,"7,990",22.01,"1,956",5.39,65,122.92,Jan 2023,FCBGA2579,Server
3515,Intel Xeon D-2733NT @ 2.10GHz,1,8,$800.00*,"16,206",20.26,"2,257",2.82,80,202.57,May 2022,FCBGA2579,Server
3516,Intel Xeon D-2752TER @ 1.80GHz,1,12,"$1,104.00*","19,102",17.30,"1,990",1.80,77,248.07,Jul 2023,FCBGA2579,Server
3517,Intel Xeon D-2753NT @ 2.00GHz,1,12,NA,"20,626",NA,"2,082",NA,87,237.08,Dec 2023,FCBGA2579,Server
3518,Intel Xeon D-2775TE @ 2.00GHz,1,16,"$1,820.00*","27,299",15.00,"2,203",1.21,100,272.99,Sep 2023,FCBGA2579,Unknown
3519,Intel Xeon D-2795NT @ 2.00GHz,1,20,"$2,228.00*","28,463",12.77,"2,192",0.98,110,258.75,Jul 2023,FCBGA2579,Server
3520,Intel Xeon D-2796TE @ 2.00GHz,1,20,"$2,184.00*","26,342",12.06,"2,172",0.99,118,223.24,Oct 2022,FCBGA2579,Server
3521,Intel Xeon D-2799 @ 2.40GHz,1,20,"$1,933.00*","33,792",17.48,"2,404",1.24,129,261.95,Mar 2022,FCBGA2579,Server
3522,Intel Xeon E E-2414,1,4,$213.00*,"11,923",55.98,"3,732",17.52,55,216.79,Feb 2024,FCLGA1700,Server
3523,Intel Xeon E E-2434,1,4,$281.00*,"16,432",58.48,"3,770",13.42,55,298.77,Feb 2024,FCLGA1700,Server
3524,Intel Xeon E E-2486,1,6,$506.00*,"24,713",48.84,"4,062",8.03,95,260.13,Feb 2024,FCLGA1700,Server
3525,Intel Xeon E-2104G @ 3.20GHz,1,4,$510.00*,"5,913",11.59,"1,956",3.83,65,90.97,Oct 2018,FCLGA1151-2,Server
3526,Intel Xeon E-2124 @ 3.30GHz,1,4,$459.53,"6,915",15.05,"2,495",5.43,71,97.40,Apr 2019,FCLGA1151-2,Server
3527,Intel Xeon E-2124G @ 3.40GHz,1,4,$464.45*,"7,418",15.97,"2,687",5.79,71,104.48,Nov 2018,FCLGA1151-2,Server
3528,Intel Xeon E-2126G @ 3.30GHz,1,6,$339.99*,"10,390",30.56,"2,609",7.67,80,129.88,Nov 2018,FCLGA1151-2,Server
3529,Intel Xeon E-2134 @ 3.50GHz,1,4,$697.00*,"9,239",13.25,"2,638",3.79,71,130.12,Jan 2019,FCLGA1151-2,Server
3530,Intel Xeon E-2136 @ 3.30GHz,1,6,$352.99,"13,460",38.13,"2,671",7.57,80,168.25,Nov 2018,FCLGA1151-2,Server
3531,Intel Xeon E-2144G @ 3.60GHz,1,4,$331.84*,"9,314",28.07,"2,639",7.95,71,131.19,Feb 2019,FCLGA1151-2,Server
3532,Intel Xeon E-2146G @ 3.50GHz,1,6,$495.64*,"13,275",26.78,"2,675",5.40,80,165.94,Aug 2018,FCLGA1151-2,Server
3533,Intel Xeon E-2174G @ 3.80GHz,1,4,$305.46*,"9,689",31.72,"2,678",8.77,71,136.47,Sep 2018,FCLGA1151-2,Server
3534,Intel Xeon E-2176G @ 3.70GHz,1,6,$479.99,"13,598",28.33,"2,708",5.64,80,169.98,Oct 2018,FCLGA1151-2,Server
3535,Intel Xeon E-2176M @ 2.70GHz,1,6,$450.00*,"10,901",24.22,"2,468",5.48,45,242.24,Apr 2018,FCBGA1440,Laptop
3536,Intel Xeon E-2186G @ 3.80GHz,1,6,$429.99*,"13,964",32.48,"2,763",6.43,95,146.99,Nov 2018,FCLGA1151-2,Server
3537,Intel Xeon E-2186M @ 2.90GHz,1,6,$623.00*,"11,458",18.39,"2,549",4.09,45,254.62,Apr 2018,FCBGA1440,Laptop
3538,Intel Xeon E-2224 @ 3.40GHz,1,4,$296.95*,"7,317",24.64,"2,554",8.60,71,103.05,Jul 2019,FCLGA1151-2,Server
3539,Intel Xeon E-2224G @ 3.50GHz,1,4,$268.02*,"7,643",28.52,"2,734",10.20,71,107.65,Jul 2019,FCLGA1151-2,Server
3540,Intel Xeon E-2226G @ 3.40GHz,1,6,$331.37*,"11,110",33.53,"2,816",8.50,80,138.87,Oct 2019,FCLGA1151-2,Server
