	CPU Name	No. Sockets	Cores	CPU Mark	Thread Mark	TDP (W)	Power Performance	Test Date	Socket	Category
1970	Intel Celeron G5920 @ 3.50GHz	1	2	2,577	2,123	58	44.44	Dec 2020	FCLGA1200	Desktop
1971	Intel Celeron G5925 @ 3.60GHz	1	2	2,849	2,229	58	49.12	Jun 2021	FCLGA1200	Desktop
1972	Intel Celeron G6900	1	2	4,550	2,728	46	98.91	Jan 2022	LGA1700,BGA1700	Desktop
1973	Intel Celeron G6900T	1	2	4,003	2,343	35	114.38	Jul 2022	FCLGA1700	Desktop
1974	Intel Celeron G6900TE	1	2	2,373	1,393	35	67.80	Dec 2023	FCLGA1700	Mobile/Embedded
1975	Intel Celeron J1750 @ 2.41GHz	1	2	595	659	10	59.53	Apr 2014	FCBGA1170	Desktop
1976	Intel Celeron J1800 @ 2.41GHz	1	2	572	658	10	57.23	Feb 2014	FCBGA1170	Desktop
1977	Intel Celeron J1850 @ 1.99GHz	1	4	942	455	10	94.18	Oct 2013	FCBGA1170	Desktop
1978	Intel Celeron J1900 @ 1.99GHz	1	4	1,154	653	10	115.38	Jan 2014	FCBGA1170	Desktop
1979	Intel Celeron J3060 @ 1.60GHz	1	2	679	636	6	113.09	Aug 2016	BGA1170	Desktop
1980	Intel Celeron J3160 @ 1.60GHz	1	4	1,266	603	6	211.04	May 2016	BGA1170	Desktop
1981	Intel Celeron J3355 @ 2.00GHz	1	2	1,197	826	10	119.75	Feb 2017	FCBGA1296	Desktop, Laptop
1982	Intel Celeron J3455 @ 1.50GHz	1	4	2,254	812	10	225.38	Oct 2016	FCBGA1296	Desktop
1983	Intel Celeron J3455E @ 1.50GHz	1	4	2,193	846	10	219.35	Aug 2020	FCBGA1296	Desktop
1984	Intel Celeron J4005 @ 2.00GHz	1	2	1,550	1,082	10	155.00	Feb 2018	FCBGA1090	Desktop
1985	Intel Celeron J4025 @ 2.00GHz	1	2	1,467	1,139	10	146.68	Feb 2020	FCBGA1090	Desktop
1986	Intel Celeron J4105 @ 1.50GHz	1	4	2,908	1,093	10	290.77	Jan 2018	FCBGA1090	Desktop
1987	Intel Celeron J4115 @ 1.80GHz	1	4	2,687	1,068	NA	NA	Mar 2020	Unknown	Desktop
1988	Intel Celeron J4125 @ 2.00GHz	1	4	2,957	1,161	10	295.65	Feb 2020	FCBGA1090	Desktop
1989	Intel Celeron J6412 @ 2.00GHz	1	4	3,870	1,382	10	386.99	Aug 2021	FCBGA1493	Mobile/Embedded
1990	Intel Celeron J6413 @ 1.80GHz	1	4	4,349	1,515	10	434.88	Feb 2021	FCBGA1296	Mobile/Embedded
1991	Intel Celeron M 1.00GHz	1	1	149	197	NA	NA	Feb 2009	Unknown	Laptop
1992	Intel Celeron M 1.30GHz	1	1	205	284	NA	NA	Mar 2009	Unknown	Laptop
1993	Intel Celeron M 1.50GHz	1	1	192	374	21	9.14	Mar 2009	PPGA478, H-PBGA4	Laptop
1994	Intel Celeron M 1.60GHz	1	1	190	433	NA	NA	Mar 2009	Unknown	Laptop
1995	Intel Celeron M 1.70GHz	1	1	252	370	NA	NA	Mar 2009	Unknown	Laptop
1996	Intel Celeron M 1300MHz	1	1	197	274	NA	NA	Apr 2009	Unknown	Laptop
1997	Intel Celeron M 1500MHz	1	1	217	297	NA	NA	Mar 2009	Unknown	Laptop
1998	Intel Celeron M 360 1.40GHz	1	1	221	305	21	10.53	Dec 2008	H-PBGA479, PPGA4	Laptop
1999	Intel Celeron M 410 @ 1.46GHz	1	1	123	301	27	4.55	Mar 2009	PPGA478	Laptop
2000	Intel Celeron M 420 @ 1.60GHz	1	1	139	391	27	5.14	Feb 2009	PPGA478	Laptop
2001	Intel Celeron M 430 @ 1.73GHz	1	1	169	466	27	6.26	Feb 2009	PPGA478	Laptop
2002	Intel Celeron M 440 @ 1.86GHz	1	1	169	485	27	6.28	Dec 2008	PBGA479, PPGA478	Laptop
2003	Intel Celeron M 443 @ 1.20GHz	1	1	125	288	5.5	22.82	Mar 2009	PBGA479	Laptop
2004	Intel Celeron M 450 @ 2.00GHz	1	1	230	598	27	8.51	Nov 2009	PPGA478	Laptop
2005	Intel Celeron M 520 @ 1.60GHz	1	1	239	505	30	7.97	Nov 2008	PPGA478	Laptop
2006	Intel Celeron M 530 @ 1.73GHz	1	1	302	578	30	10.05	Mar 2009	PBGA479, PPGA478	Laptop
2007	Intel Celeron M 723 @ 1.20GHz	1	1	267	507	10	26.71	Oct 2009	BGA956	Laptop
2008	Intel Celeron M 900MHz	1	1	123	155	NA	NA	Feb 2009	Unknown	Laptop
2009	Intel Celeron N2805 @ 1.46GHz	1	2	335	394	4.3	77.90	Nov 2013	FCBGA1170	Laptop
2010	Intel Celeron N2806 @ 1.60GHz	1	2	489	537	4.5	108.74	Feb 2014	FCBGA1170	Laptop
2011	Intel Celeron N2807 @ 1.58GHz	1	2	486	565	4.3	113.04	Jun 2014	FCBGA1170	Laptop
2012	Intel Celeron N2808 @ 1.58GHz	1	2	510	586	4.5	113.43	Mar 2015	FCBGA1170	Laptop
2013	Intel Celeron N2810 @ 2.00GHz	1	2	420	512	7.5	55.98	Dec 2013	FCBGA1170	Laptop
2014	Intel Celeron N2815 @ 1.86GHz	1	2	495	560	7.5	66.06	Feb 2014	FCBGA1170	Laptop
2015	Intel Celeron N2820 @ 2.13GHz	1	2	502	602	7.5	66.98	Jan 2014	FCBGA1170	Laptop
2016	Intel Celeron N2830 @ 2.16GHz	1	2	550	627	7.5	73.35	Apr 2014	FCBGA1170	Laptop
2017	Intel Celeron N2840 @ 2.16GHz	1	2	587	671	7	83.82	Oct 2014	FCBGA1170	Laptop
2018	Intel Celeron N2910 @ 1.60GHz	1	4	773	447	7.5	103.05	Nov 2013	FCBGA1170	Laptop
2019	Intel Celeron N2920 @ 1.86GHz	1	4	950	552	7.5	126.63	Jan 2014	FCBGA1170	Laptop
2020	Intel Celeron N2930 @ 1.83GHz	1	4	1,018	584	7.5	135.73	Jun 2014	FCBGA1170	Laptop
2021	Intel Celeron N2940 @ 1.83GHz	1	4	1,042	606	7.5	138.98	Sep 2014	FCBGA1170	Laptop
2022	Intel Celeron N3000 @ 1.04GHz	1	2	616	566	4	153.97	Aug 2015	FCBGA1170	Laptop
2023	Intel Celeron N3010 @ 1.04GHz	1	2	605	588	4	151.35	Nov 2016	FCBGA1170	Laptop
2024	Intel Celeron N3050 @ 1.60GHz	1	2	587	552	6	97.88	Jul 2015	FCBGA1170	Laptop
2025	Intel Celeron N3060 @ 1.60GHz	1	2	664	631	6	110.74	Apr 2016	Unknown	Laptop
2026	Intel Celeron N3150 @ 1.60GHz	1	4	1,191	568	6	198.54	Jul 2015	FCBGA1170	Laptop
2027	Intel Celeron N3160 @ 1.60GHz	1	4	1,182	560	6	196.97	Jun 2016	FCBGA1170	Laptop
2028	Intel Celeron N3350 @ 1.10GHz	1	2	1,105	800	6	184.14	Nov 2016	FCBGA1296	Laptop
2029	Intel Celeron N3450 @ 1.10GHz	1	4	1,979	767	6	329.77	Dec 2016	FCBGA1296	Laptop
2030	Intel Celeron N4000 @ 1.10GHz	1	2	1,423	1,037	6	237.22	Apr 2018	FCBGA1090	Laptop
2031	Intel Celeron N4000C @ 1.10GHz	1	2	1,406	1,004	6	234.28	Dec 2019	FCBGA1090	Laptop
2032	Intel Celeron N4020 @ 1.10GHz	1	2	1,553	1,150	6	258.85	Mar 2020	FCBGA1090	Laptop
2033	Intel Celeron N4020C @ 1.10GHz	1	2	1,532	1,117	6	255.39	Jul 2022	FCBGA1090	Laptop, Mobile/Embedded
2034	Intel Celeron N4100 @ 1.10GHz	1	4	2,454	1,008	6	409.08	May 2018	FCBGA1090	Laptop
2035	Intel Celeron N4120 @ 1.10GHz	1	4	2,480	1,087	6	413.35	Jan 2020	FCBGA1090	Laptop
2036	Intel Celeron N4500 @ 1.10GHz	1	2	1,973	1,377	6	328.89	Mar 2021	FCBGA1338	Mobile/Embedded
2037	Intel Celeron N4505 @ 2.00GHz	1	2	2,266	1,509	10	226.63	Feb 2022	FCBGA1338	Mobile/Embedded
2038	Intel Celeron N5095 @ 2.00GHz	1	4	4,086	1,504	15	272.37	Aug 2021	FCBGA1338	Desktop
2039	Intel Celeron N5095A @ 2.00GHz	1	4	4,117	1,514	15	274.46	Mar 2022	FCBGA1338	Desktop
2040	Intel Celeron N5100 @ 1.10GHz	1	4	3,315	1,392	6	552.56	May 2021	FCBGA1338	Laptop
2041	Intel Celeron N5105 @ 2.00GHz	1	4	4,055	1,510	10	405.45	Jun 2021	FCBGA1338	Mobile/Embedded
2042	Intel Celeron N6210 @ 1.20GHz	1	2	1,995	1,360	6.5	306.99	Oct 2022	Unknown	Mobile/Embedded
2043	Intel Celeron N6211 @ 1.20GHz	1	2	2,245	1,586	6.5	345.37	Apr 2021	FCBGA1493	Mobile/Embedded
2044	Intel Celeron P4500 @ 1.87GHz	1	2	848	747	35	24.23	Aug 2010	PGA988A	Laptop
2045	Intel Celeron P4505 @ 1.87GHz	1	2	689	820	35	19.70	Mar 2010	BGA1288	Laptop
2046	Intel Celeron P4600 @ 2.00GHz	1	2	846	784	35	24.18	Feb 2011	PGA988A	Laptop
2047	Intel Celeron SU2300 @ 1.20GHz	1	2	482	507	10	48.25	Oct 2009	BGA956	Laptop
2048	Intel Celeron T1600 @ 1.66GHz	1	2	551	629	35	15.74	Jan 2009	Unknown	Laptop
2049	Intel Celeron U1900 @ 1.99GHz	1	4	1,028	527	NA	NA	Sep 2015	Unknown	Unknown
2050	Intel Celeron U3400 @ 1.07GHz	1	2	516	456	18	28.66	Sep 2010	BGA1288	Laptop
2051	Intel Celeron U3600 @ 1.20GHz	1	2	579	523	18	32.16	Feb 2011	BGA1288	Laptop
2052	Intel Core 3 100U	1	6	15,072	3,847	15	1,004.81	Mar 2024	FCBGA1744	Laptop
2053	Intel Core 5 120U	1	10	16,919	3,788	15	1,127.96	Feb 2024	FCBGA1744	Mobile/Embedded
2054	Intel Core 7 150U	1	10	15,831	3,655	15	1,055.38	Mar 2024	FCBGA1744	Laptop
2055	Intel Core 860 @ 2.80GHz	1	4	2,754	1,142	NA	NA	Jan 2010	Unknown	Unknown
2056	Intel Core Duo L2300 @ 1.50GHz	1	2	387	442	15	25.81	Feb 2010	BGA479	Desktop
2057	Intel Core Duo L2400 @ 1.66GHz	1	2	348	501	15	23.20	May 2009	BGA479	Laptop
2058	Intel Core Duo L2500 @ 1.83GHz	1	2	404	578	15	26.91	Mar 2009	BGA479	Laptop
2059	Intel Core Duo T2050 @ 1.60GHz	1	2	333	498	31	10.73	Dec 2008	PGA478	Desktop
2060	Intel Core Duo T2250 @ 1.73GHz	1	2	350	530	31	11.29	Mar 2009	PGA478	Laptop
2061	Intel Core Duo T2300 @ 1.66GHz	1	2	325	509	31	10.47	Mar 2009	BGA479	Laptop
2062	Intel Core Duo T2350 @ 1.86GHz	1	2	385	576	31	12.43	Mar 2009	PGA478	Laptop
2063	Intel Core Duo T2400 @ 1.83GHz	1	2	362	527	31	11.69	Mar 2009	BGA479	Laptop
2064	Intel Core Duo T2450 @ 2.00GHz	1	2	411	608	31	13.26	Mar 2009	PGA478	Laptop
2065	Intel Core Duo T2500 @ 2.00GHz	1	2	408	613	31	13.15	Mar 2009	BGA479	Laptop
2066	Intel Core Duo T2600 @ 2.16GHz	1	2	460	667	31	14.83	Mar 2009	BGA479	Laptop
2067	Intel Core Duo T2700 @ 2.33GHz	1	2	498	652	31	16.07	Feb 2009	BGA479	Laptop
2068	Intel Core Duo U2400 @ 1.06GHz	1	2	255	342	9	28.28	Mar 2009	BGA479	Laptop
2069	Intel Core Duo U2500 @ 1.20GHz	1	2	223	361	9	24.81	Feb 2009	BGA479	Laptop
2070	Intel Core i3-1000NG4 @ 1.10GHz	1	2	3,572	1,769	9	396.86	May 2020	BGA1526	Laptop
2071	Intel Core i3-1005G1 @ 1.20GHz	1	2	4,919	2,189	15	327.91	Sep 2019	FCBGA1526	Laptop
2072	Intel Core i3-10100 @ 3.60GHz	1	4	8,651	2,615	65	133.10	May 2020	FCLGA1200	Desktop
2073	Intel Core i3-10100E @ 3.20GHz	1	4	8,365	2,333	65	128.69	Nov 2021	FCLGA1200	Desktop, Mobile/Embedded
2074	Intel Core i3-10100F @ 3.60GHz	1	4	8,765	2,592	65	134.84	Oct 2020	FCLGA1200	Desktop
2075	Intel Core i3-10100T @ 3.00GHz	1	4	7,273	2,259	35	207.81	Jul 2020	FCLGA1200	Laptop
2076	Intel Core i3-10100TE @ 2.30GHz	1	4	6,237	1,715	35	178.19	Oct 2022	LGA 1200	Mobile/Embedded
2077	Intel Core i3-10100Y @ 1.30GHz	1	2	2,896	1,635	5	579.20	Oct 2021	BGA 1528	Mobile/Embedded
2078	Intel Core i3-10105 @ 3.70GHz	1	4	8,567	2,679	65	131.80	Apr 2021	FCLGA1200	Desktop
2079	Intel Core i3-10105F @ 3.70GHz	1	4	8,996	2,655	65	138.39	Mar 2021	FCLGA1200	Desktop
2080	Intel Core i3-10105T @ 3.00GHz	1	4	7,992	2,353	35	228.34	Jun 2021	FCLGA1200	Desktop
2081	Intel Core i3-10110U @ 2.10GHz	1	2	3,903	2,199	15	260.18	Oct 2019	FCBGA1528	Laptop
2082	Intel Core i3-10110Y @ 1.00GHz	1	2	3,297	2,020	7	471.01	May 2020	UTFCBGA1377	Laptop
2083	Intel Core i3-1025G1 @ 1.20GHz	1	4	6,180	2,368	NA	NA	Jul 2024	BGA 1526	Laptop
2084	Intel Core i3-10300 @ 3.70GHz	1	4	9,308	2,697	65	143.20	Jun 2020	FCLGA1200	Desktop
2085	Intel Core i3-10300T @ 3.00GHz	1	4	7,975	2,337	35	227.85	Sep 2020	FCLGA1200	Desktop
2086	Intel Core i3-10305 @ 3.80GHz	1	4	9,291	2,815	65	142.94	Jun 2021	FCLGA1200	Desktop
2087	Intel Core i3-10305T @ 3.00GHz	1	4	8,136	2,457	35	232.46	Jun 2021	FCLGA1200	Desktop
2088	Intel Core i3-10320 @ 3.80GHz	1	4	10,011	2,839	65	154.02	Dec 2020	FCLGA1200	Desktop
2089	Intel Core i3-10325 @ 3.90GHz	1	4	10,268	2,863	65	157.96	Jan 2022	FCLGA1200	Desktop
2090	Intel Core i3-11100B @ 3.60GHz	1	4	11,357	2,912	65	174.73	Dec 2021	Unknown	Desktop
2091	Intel Core i3-11100HE @ 2.40GHz	1	4	11,289	3,070	45	250.87	Jul 2023	FCBGA1787	Mobile/Embedded
2092	Intel Core i3-1110G4 @ 1.80GHz	1	2	4,236	2,206	NA	NA	Feb 2022	FCBGA1598	Mobile/Embedded
2093	Intel Core i3-1115G4 @ 3.00GHz	1	2	6,056	2,629	15	403.75	Nov 2020	FCBGA1449	Laptop
2094	Intel Core i3-1115G4E @ 3.00GHz	1	2	5,883	2,636	15	392.23	Feb 2022	BGA 1449	Mobile/Embedded
2095	Intel Core i3-1115GRE @ 3.00GHz	1	2	4,524	2,125	15	301.59	Jan 2022	FCBGA1449	Mobile/Embedded
2096	Intel Core i3-1125G4 @ 2.00GHz	1	4	9,627	2,482	28	343.82	Feb 2021	FCBGA1449	Laptop
2097	Intel Core i3-12100	1	4	13,597	3,436	60	226.61	Jan 2022	FCLGA1700	Desktop
2098	Intel Core i3-12100E	1	4	14,250	3,481	60	237.50	Jul 2023	FCLGA1700	Mobile/Embedded
2099	Intel Core i3-12100F	1	4	14,119	3,462	58	243.43	Jan 2022	FCLGA1700	Desktop
2100	Intel Core i3-12100T	1	4	12,608	3,266	35	360.22	Mar 2022	FCLGA1700	Desktop
2101	Intel Core i3-12100TE	1	4	11,859	3,139	35	338.83	Aug 2022	FCLGA1700	Laptop, Mobile/Embedded
2102	Intel Core i3-1210U	1	6	10,513	3,367	9	1,168.09	Jun 2022	BGA1781	Laptop
2103	Intel Core i3-1215U	1	6	10,893	3,313	15	726.22	Mar 2022	FCBGA1744	Laptop
2104	Intel Core i3-1215UE	1	6	9,643	3,271	28	344.38	Nov 2022	FCBGA1744	Mobile/Embedded
2105	Intel Core i3-1215UL	1	6	6,161	2,046	15	410.72	Oct 2023	FCLGA1700	Mobile/Embedded
2106	Intel Core i3-1220P	1	10	14,487	3,407	28	517.40	Apr 2022	FCBGA1744	Laptop
2107	Intel Core i3-1220PE	1	8	16,146	3,474	35	461.30	Sep 2023	FCBGA1744	Mobile/Embedded
2108	Intel Core i3-12300	1	4	14,695	3,630	60	244.91	Feb 2022	LGA 1700	Desktop
2109	Intel Core i3-12300T	1	4	13,545	3,367	35	386.99	Nov 2022	FCLGA1700	Desktop
2110	Intel Core i3-1305U	1	5	8,826	3,289	15	588.41	Jun 2023	FCBGA1744	Laptop
2111	Intel Core i3-13100	1	4	13,425	3,383	60	223.75	Jan 2023	FCLGA1700	Desktop
2112	Intel Core i3-13100E	1	4	11,650	2,750	65	179.23	Aug 2023	FCLGA1700	Mobile/Embedded
2113	Intel Core i3-13100F	1	4	14,629	3,606	58	252.22	Jan 2023	FCLGA1700	Desktop
2114	Intel Core i3-13100T	1	4	13,054	3,408	35	372.96	Apr 2023	FCLGA1700	Desktop
2115	Intel Core i3-1315U	1	6	12,364	3,543	15	824.26	Apr 2023	FCBGA1744	Laptop
2116	Intel Core i3-1315UE	1	6	8,906	3,170	15	593.76	Nov 2023	FCBGA1744	Mobile/Embedded
2117	Intel Core i3-14100	1	4	15,043	3,736	60	250.71	Jan 2024	FCLGA1700	Desktop
2118	Intel Core i3-14100F	1	4	15,333	3,771	110	139.39	Jan 2024	FCLGA1700	Desktop
2119	Intel Core i3-14100T	1	4	13,727	3,506	69	198.94	Jul 2024	FCLGA1700	Desktop
2120	Intel Core i3-2100 @ 3.10GHz	1	2	1,855	1,421	65	28.54	Jan 2011	LGA1155	Desktop
2121	Intel Core i3-2100T @ 2.50GHz	1	2	1,501	1,100	35	42.88	Feb 2011	LGA1155	Desktop
2122	Intel Core i3-2102 @ 3.10GHz	1	2	2,029	1,400	65	31.21	Mar 2016	FCLGA1155	Desktop
2123	Intel Core i3-2105 @ 3.10GHz	1	2	1,837	1,415	65	28.26	Jul 2011	LGA1155	Desktop
2124	Intel Core i3-21050 @ 3.10GHz	1	2	2,193	1,429	NA	NA	Apr 2019	Unknown	Unknown
2125	Intel Core i3-2120 @ 3.30GHz	1	2	1,957	1,512	65	30.11	Feb 2011	LGA1155	Desktop
2126	Intel Core i3-2120T @ 2.60GHz	1	2	1,524	1,162	35	43.53	Sep 2011	LGA1155	Desktop
2127	Intel Core i3-2125 @ 3.30GHz	1	2	2,083	1,570	65	32.05	Sep 2011	LGA1155	Desktop
2128	Intel Core i3-2130 @ 3.40GHz	1	2	2,042	1,562	65	31.41	Sep 2011	LGA1155	Desktop
2129	Intel Core i3-2140 @ 3.50GHz	1	2	2,307	1,535	65	35.49	Feb 2013	Unknown	Unknown
2130	Intel Core i3-2310E @ 2.10GHz	1	2	1,845	733	35	52.73	Aug 2012	FCBGA1023	Laptop
2131	Intel Core i3-2310M @ 2.10GHz	1	2	1,221	944	35	34.88	Mar 2011	BGA1023	Laptop
2132	Intel Core i3-2312M @ 2.10GHz	1	2	1,128	893	35	32.23	Jul 2012	PGA988B	Laptop
2133	Intel Core i3-2328M @ 2.20GHz	1	2	1,239	981	35	35.40	Aug 2012	PGA988	Laptop
2134	Intel Core i3-2330E @ 2.20GHz	1	2	1,823	1,063	35	52.10	Apr 2014	rPGA988	Desktop
2135	Intel Core i3-2330M @ 2.20GHz	1	2	1,228	964	35	35.10	Aug 2011	BGA1023	Laptop
2136	Intel Core i3-2332M @ 2.20GHz	1	2	1,353	936	35	38.65	Mar 2014	rPGA988B	Laptop
2137	Intel Core i3-2340UE @ 1.30GHz	1	2	976	620	17	57.43	Jun 2014	BGA-1023	Laptop
2138	Intel Core i3-2348M @ 2.30GHz	1	2	1,279	1,008	35	36.54	Jan 2013	rPGA988B	Laptop
2139	Intel Core i3-2350M @ 2.30GHz	1	2	1,251	967	35	35.74	Oct 2011	PGA988B	Laptop
2140	Intel Core i3-2357M @ 1.30GHz	1	2	788	601	17	46.36	Jul 2011	Unknown	Laptop
2141	Intel Core i3-2365M @ 1.40GHz	1	2	820	608	17	48.23	Jan 2012	BGA1023	Laptop
2142	Intel Core i3-2367M @ 1.40GHz	1	2	847	621	17	49.85	Oct 2011	BGA1023	Laptop
2143	Intel Core i3-2370M @ 2.40GHz	1	2	1,369	1,052	35	39.13	Jun 2012	PGA988B	Laptop
2144	Intel Core i3-2375M @ 1.50GHz	1	2	903	693	17	53.11	Jan 2013	BGA1023	Laptop
2145	Intel Core i3-2377M @ 1.50GHz	1	2	833	613	17	48.99	Jul 2012	BGA1023	Laptop
2146	Intel Core i3-3110M @ 2.40GHz	1	2	1,634	1,239	35	46.68	Jul 2012	BGA1023	Laptop
2147	Intel Core i3-3120M @ 2.50GHz	1	2	1,700	1,283	35	48.56	Jan 2012	PGA988	Laptop
2148	Intel Core i3-3130M @ 2.60GHz	1	2	1,900	1,285	35	54.30	Jan 2013	BGA1023	Laptop
2149	Intel Core i3-3210 @ 3.20GHz	1	2	2,227	1,705	55	40.49	Jan 2013	LGA1155	Desktop
2150	Intel Core i3-3217U @ 1.80GHz	1	2	1,227	913	17	72.17	Jul 2012	BGA1023	Laptop
2151	Intel Core i3-3217UE @ 1.60GHz	1	2	1,362	711	17	80.11	Jan 2014	BGA1023	Laptop
2152	Intel Core i3-3220 @ 3.30GHz	1	2	2,265	1,729	55	41.19	Aug 2012	LGA1155	Desktop
2153	Intel Core i3-3220T @ 2.80GHz	1	2	1,940	1,489	35	55.43	Sep 2012	LGA1155	Desktop
2154	Intel Core i3-3225 @ 3.30GHz	1	2	2,239	1,700	55	40.71	Sep 2012	LGA1155	Desktop
2155	Intel Core i3-3227U @ 1.90GHz	1	2	1,290	950	17	75.88	Jan 2013	BGA1023	Laptop
2156	Intel Core i3-3229Y @ 1.40GHz	1	2	1,008	692	13	77.56	Jan 2013	BGA1023	Desktop
2157	Intel Core i3-3240 @ 3.40GHz	1	2	2,320	1,785	55	42.19	Mar 2012	LGA1155	Desktop
2158	Intel Core i3-3240T @ 2.90GHz	1	2	2,037	1,547	35	58.19	Jan 2012	LGA1155	Desktop
2159	Intel Core i3-3245 @ 3.40GHz	1	2	2,379	1,791	55	43.25	Jan 2013	LGA1155	Desktop
2160	Intel Core i3-3250 @ 3.50GHz	1	2	2,442	1,837	55	44.39	Jan 2013	LGA1155	Desktop
2161	Intel Core i3-3250T @ 3.00GHz	1	2	2,650	1,684	35	75.71	Mar 2016	FCLGA1155	Desktop
2162	Intel Core i3-330E @ 2.13GHz	1	2	1,260	934	35	36.00	Jul 2012	BGA1288	Laptop
2163	Intel Core i3-330M @ 2.13GHz	1	2	1,023	815	35	29.22	Jan 2010	BGA1288	Laptop
2164	Intel Core i3-330UM @ 1.20GHz	1	2	555	392	18	30.82	Jun 2010	BGA1288	Laptop
2165	Intel Core i3-350M @ 2.27GHz	1	2	1,086	878	35	31.04	Jan 2010	BGA1288	Laptop
2166	Intel Core i3-370M @ 2.40GHz	1	2	1,154	974	35	32.98	Jul 2010	PGA988A	Laptop
2167	Intel Core i3-380M @ 2.53GHz	1	2	1,200	1,022	35	34.29	Nov 2010	PGA988A	Laptop
2168	Intel Core i3-380UM @ 1.33GHz	1	2	745	581	18	41.41	Oct 2010	BGA1288	Laptop
2169	Intel Core i3-390M @ 2.67GHz	1	2	1,259	1,068	35	35.96	Feb 2011	BGA1288	Laptop
2170	Intel Core i3-4000M @ 2.40GHz	1	2	1,784	1,267	37	48.21	Sep 2013	FCPGA946	Laptop
2171	Intel Core i3-4005U @ 1.70GHz	1	2	1,663	912	15	110.84	Mar 2014	FCBGA1168	Laptop
2172	Intel Core i3-4010U @ 1.70GHz	1	2	1,654	901	15	110.29	Jan 2013	BGA1168	Laptop
2173	Intel Core i3-4010Y @ 1.30GHz	1	2	1,358	748	11.5	118.10	Dec 2013	BGA1168	Desktop
2174	Intel Core i3-4012Y @ 1.50GHz	1	2	1,278	726	11.5	111.16	Jun 2014	FCBGA1168	Laptop
2175	Intel Core i3-4020Y @ 1.50GHz	1	2	1,462	788	11.5	127.10	Jan 2014	BGA1168	Desktop
2176	Intel Core i3-4025U @ 1.90GHz	1	2	1,959	1,091	15	130.57	Aug 2014	FCBGA1168	Laptop
2177	Intel Core i3-4030U @ 1.90GHz	1	2	1,873	1,023	15	124.87	Jun 2014	FCBGA1168	Laptop
2178	Intel Core i3-4030Y @ 1.60GHz	1	2	1,654	901	11.5	143.85	Nov 2014	FCBGA1168	Laptop
2179	Intel Core i3-4100E @ 2.40GHz	1	2	1,848	1,390	37	49.96	Dec 2021	FCBGA1364	Mobile/Embedded
2180	Intel Core i3-4100M @ 2.50GHz	1	2	2,518	1,402	37	68.05	Oct 2014	FCPGA946	Laptop
2181	Intel Core i3-4110M @ 2.60GHz	1	2	2,678	1,389	37	72.38	Dec 2014	FCPGA946	Laptop
2182	Intel Core i3-4110U @ 1.90GHz	1	2	1,860	1,055	NA	NA	Aug 2015	Unknown	Laptop
2183	Intel Core i3-4120U @ 2.00GHz	1	2	1,948	1,177	15	129.84	May 2016	FCBGA1168	Laptop
