	CPU Name	No. Sockets	Cores	CPU Mark	Thread Mark	TDP (W)	Power Performance	Test Date	Socket	Category
4755	Mediatek MT6883Z/CZA	1	8	6,413	1,761	NA	NA	May 2023	Unknown	Mobile/Embedded
4756	Mediatek MT6889	1	8	6,415	1,898	NA	NA	Sep 2023	Unknown	Mobile/Embedded
4757	Mediatek MT6891	1	8	5,412	1,369	NA	NA	Jul 2023	Unknown	Mobile/Embedded
4758	Mediatek MT6891Z/CZA	1	8	6,572	2,167	NA	NA	Jan 2024	Unknown	Mobile/Embedded
4759	Mediatek MT6891Z_T/CZA	1	8	7,294	2,268	NA	NA	Aug 2024	Unknown	Mobile/Embedded
4760	Mediatek MT6891Z_Z/CZA	1	8	6,509	1,668	NA	NA	Jun 2023	Unknown	Mobile/Embedded
4761	Mediatek MT6893	1	8	6,310	2,089	NA	NA	Apr 2023	Unknown	Mobile/Embedded
4762	Mediatek MT6893Z_T/CZA	1	8	6,427	2,475	NA	NA	Jul 2023	Unknown	Mobile/Embedded
4763	MediaTek MT6895	1	8	7,615	2,281	NA	NA	Jun 2022	Unknown	Mobile/Embedded
4764	Mediatek MT6895Z/TCZA	1	8	6,621	2,215	NA	NA	Apr 2023	Unknown	Mobile/Embedded
4765	Mediatek MT6895Z_A/TCZA	1	8	7,686	2,308	NA	NA	May 2023	Unknown	Mobile/Embedded
4766	Mediatek MT6895Z_B/TCZA	1	8	7,044	2,204	NA	NA	Apr 2023	Unknown	Mobile/Embedded
4767	Mediatek MT6897	1	8	7,484	2,058	NA	NA	Jan 2024	Unknown	Mobile/Embedded
4768	MediaTek MT6983	1	8	6,603	2,224	NA	NA	May 2022	Unknown	Mobile/Embedded
4769	Mediatek MT6983W/CZA	1	8	9,136	3,238	NA	NA	Jul 2023	Unknown	Mobile/Embedded
4770	Mediatek MT6983Z/CZA	1	8	7,726	2,255	NA	NA	Feb 2024	Unknown	Mobile/Embedded
4771	Mediatek MT6989	1	8	10,763	2,430	NA	NA	Nov 2023	Unknown	Mobile/Embedded
4772	MediaTek MT8163	1	4	606	345	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4773	MediaTek MT8166B	1	4	953	527	NA	NA	Jan 2021	Unknown	Mobile/Embedded
4774	MediaTek MT8167B	1	4	403	271	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4775	MediaTek MT8168	1	4	1,029	492	NA	NA	Mar 2023	Unknown	Mobile/Embedded
4776	MediaTek MT8168A	1	4	712	448	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4777	Mediatek MT8168B	1	4	784	501	NA	NA	Dec 2023	Unknown	Mobile/Embedded
4778	Mediatek MT8175B	1	4	592	446	NA	NA	Oct 2023	Unknown	Mobile/Embedded
4779	MediaTek MT8183	1	8	2,550	900	NA	NA	Jan 2021	Unknown	Mobile/Embedded
4780	MediaTek MT8188	1	8	3,144	1,883	NA	NA	Jun 2024	Unknown	Mobile/Embedded
4781	Mediatek MT8195	1	8	8,419	2,647	NA	NA	Aug 2024	Unknown	Mobile/Embedded
4782	Mediatek MT8365	1	4	1,214	565	NA	NA	Dec 2023	Unknown	Mobile/Embedded
4783	Mediatek MT8370AV/A	1	6	4,107	1,798	NA	NA	Aug 2024	Unknown	Mobile/Embedded
4784	Mediatek MT8390AV/A	1	8	4,509	1,979	NA	NA	Feb 2024	Unknown	Mobile/Embedded
4785	Mediatek MT8696	1	4	740	542	NA	NA	Oct 2023	Unknown	Mobile/Embedded
4786	MediaTek MT8735B	1	4	418	225	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4787	Mediatek MT8765WA	1	4	564	371	NA	NA	Nov 2023	Unknown	Mobile/Embedded
4788	Mediatek MT8766A	1	4	979	551	NA	NA	May 2023	Unknown	Mobile/Embedded
4789	Mediatek MT8766B	1	4	1,192	566	NA	NA	May 2023	Unknown	Mobile/Embedded
4790	Mediatek MT8768A	1	8	1,524	454	NA	NA	Sep 2023	Unknown	Mobile/Embedded
4791	MediaTek MT8768CT	1	8	2,031	620	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4792	Mediatek MT8768CX	1	8	2,274	643	NA	NA	Aug 2024	Unknown	Mobile/Embedded
4793	Mediatek MT8768N	1	8	2,382	669	NA	NA	Mar 2024	Unknown	Mobile/Embedded
4794	MediaTek MT8768WA	1	8	1,689	536	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4795	Mediatek MT8768WE	1	8	1,785	552	NA	NA	Sep 2023	Unknown	Mobile/Embedded
4796	MediaTek MT8768WT	1	8	1,998	624	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4797	Mediatek MT8771V/PZA	1	8	4,414	1,425	NA	NA	Jun 2023	Unknown	Mobile/Embedded
4798	Mediatek MT8781V/CA	1	8	4,082	1,507	NA	NA	Jun 2023	Unknown	Mobile/Embedded
4799	Mediatek MT8781V/NA	1	8	4,376	1,555	NA	NA	Apr 2023	Unknown	Mobile/Embedded
4800	Mediatek MT8786	1	8	2,167	894	NA	NA	Sep 2024	Unknown	Mobile/Embedded
4801	Mediatek MT8786V/CT	1	8	3,368	1,175	NA	NA	Jun 2023	Unknown	Mobile/Embedded
4802	Mediatek MT8786V/N	1	8	3,162	1,151	NA	NA	May 2023	Unknown	Mobile/Embedded
4803	Mediatek MT8788	1	8	3,367	941	NA	NA	Jun 2023	Unknown	Mobile/Embedded
4804	Mediatek MT8789	1	8	6,640	2,296	NA	NA	Jun 2023	Unknown	Mobile/Embedded
4805	Mediatek MT8789V/CT	1	8	3,946	1,477	NA	NA	Jul 2023	Unknown	Mobile/Embedded
4806	Mediatek MT8789V/T	1	8	4,293	1,475	NA	NA	Apr 2023	Unknown	Mobile/Embedded
4807	Mediatek MT8791V/TN	1	8	4,972	2,216	NA	NA	Sep 2023	Unknown	Mobile/Embedded
4808	Mediatek MT8797Z/CNZA	1	8	7,260	2,284	NA	NA	May 2023	Unknown	Mobile/Embedded
4809	Mediatek MT8798Z/CNZA	1	8	9,110	3,111	NA	NA	Sep 2023	Unknown	Mobile/Embedded
4810	Mediatek t50	1	4	1,174	821	NA	NA	Jul 2024	Unknown	Mobile/Embedded
4811	Microsoft SQ1 @ 3.0 GHz	1	8	5,750	1,829	15	383.34	Nov 2019	Unknown	Laptop
4812	Microsoft SQ2 @ 3.15 GHz	1	8	6,459	1,918	NA	NA	Feb 2021	Unknown	Laptop
4813	Microsoft SQ3 @ 3.0 GHz	1	8	11,706	2,366	NA	NA	Oct 2022	Unknown	Laptop
4814	Mobile AMD Athlon 2500+	1	1	241	365	NA	NA	Oct 2009	Unknown	Laptop
4815	Mobile AMD Athlon 4 2400+	1	1	233	358	NA	NA	Nov 2010	Unknown	Laptop
4816	Mobile AMD Athlon 64 3200+	1	1	326	400	81.5	4.00	Mar 2009	Unknown	Laptop
4817	Mobile AMD Athlon 64 3400+	1	1	333	432	81.5	4.08	Feb 2009	Unknown	Laptop
4818	Mobile AMD Athlon 64 3700+	1	1	356	485	81.5	4.37	Mar 2009	Unknown	Laptop
4819	Mobile AMD Athlon 64 4000+	1	1	313	338	62	5.04	Mar 2009	Unknown	Laptop
4820	Mobile AMD Athlon MP-M 1800+	1	1	173	262	35	4.93	Jan 2014	Unknown	Laptop
4821	Mobile AMD Athlon MP-M 2400+	1	1	192	314	NA	NA	Nov 2012	Unknown	Laptop
4822	Mobile AMD Athlon XP-M 1600+	1	1	169	274	NA	NA	Jul 2009	Unknown	Laptop
4823	Mobile AMD Athlon XP-M 1800+	1	1	193	291	45	4.30	Mar 2009	Socket A	Laptop
4824	Mobile AMD Athlon XP-M 2000+	1	1	196	301	NA	NA	Mar 2009	Unknown	Laptop
4825	Mobile AMD Athlon XP-M 2200+	1	1	237	363	NA	NA	Mar 2009	Unknown	Laptop
4826	Mobile AMD Athlon XP-M 2400+	1	1	225	355	NA	NA	Feb 2009	Unknown	Laptop
4827	Mobile AMD Athlon XP-M 2500+	1	1	226	355	NA	NA	Mar 2009	Unknown	Laptop
4828	Mobile AMD Athlon XP-M 2600+	1	1	241	375	NA	NA	May 2009	Unknown	Laptop
4829	Mobile AMD Athlon XP-M 2800+	1	1	238	385	NA	NA	May 2009	Unknown	Laptop
4830	Mobile AMD Athlon XP-M 3000+	1	1	238	365	NA	NA	Oct 2009	Unknown	Laptop
4831	Mobile AMD Sempron 2100+	1	1	164	203	8	20.49	Aug 2011	S1	Laptop, Mobile/Embedded
4832	Mobile AMD Sempron 2600+	1	1	256	316	NA	NA	May 2009	Socket 754	Laptop
4833	Mobile AMD Sempron 2800+	1	1	237	299	NA	NA	Feb 2009	Socket 754	Laptop
4834	Mobile AMD Sempron 3000+	1	1	269	350	NA	NA	Dec 2008	Socket 754	Laptop
4835	Mobile AMD Sempron 3100+	1	1	277	359	NA	NA	Jan 2009	Socket 754	Laptop
4836	Mobile AMD Sempron 3200+	1	1	245	525	NA	NA	Dec 2008	S1	Laptop
4837	Mobile AMD Sempron 3300+	1	1	294	391	NA	NA	Feb 2009	Socket 754	Laptop
4838	Mobile AMD Sempron 3400+	1	1	269	489	25	10.78	Feb 2009	Socket S1 (S1g1)	Laptop
4839	Mobile AMD Sempron 3500+	1	1	259	535	NA	NA	Jan 2009	S1	Laptop
4840	Mobile AMD Sempron 3600+	1	1	284	618	25	11.37	Feb 2009	S1	Laptop
4841	Mobile AMD Sempron 3800+	1	1	335	735	NA	NA	Dec 2009	S1	Laptop
4842	Mobile Intel Celeron 1.70GHz	1	1	118	254	NA	NA	Apr 2009	Unknown	Laptop
4843	Mobile Intel Celeron 1.80GHz	1	1	121	280	66.1	1.83	Jul 2009	PPGA478	Laptop
4844	Mobile Intel Celeron 1333MHz	1	1	183	248	NA	NA	Feb 2010	Unknown	Laptop
4845	Mobile Intel Celeron 2.00GHz	1	1	133	290	NA	NA	Mar 2009	Unknown	Laptop
4846	Mobile Intel Celeron 2.20GHz	1	1	147	355	NA	NA	Apr 2009	Unknown	Laptop
4847	Mobile Intel Celeron 2.40GHz	1	1	154	376	NA	NA	Feb 2009	Unknown	Laptop
4848	Mobile Intel Pentium 4 - M 1.70GHz	1	1	121	297	NA	NA	Mar 2009	Unknown	Laptop
4849	Mobile Intel Pentium 4 - M 1.80GHz	1	1	119	297	NA	NA	Mar 2009	Unknown	Laptop
4850	Mobile Intel Pentium 4 - M 2.00GHz	1	1	138	345	NA	NA	Feb 2009	Unknown	Laptop
4851	Mobile Intel Pentium 4 - M 2.20GHz	1	1	143	388	NA	NA	Feb 2009	Unknown	Laptop
4852	Mobile Intel Pentium 4 - M 2.40GHz	1	1	139	317	NA	NA	Mar 2009	Unknown	Laptop
4853	Mobile Intel Pentium 4 2.66GHz	1	1	182	425	66.1	2.75	Mar 2009	PGA478	Desktop
4854	Mobile Intel Pentium 4 2.80GHz	1	1	205	397	69.7	2.94	Feb 2009	PGA478	Desktop
4855	Mobile Intel Pentium 4 3.06GHz	1	1	220	423	81.8	2.68	Feb 2009	PGA478	Desktop
4856	Mobile Intel Pentium 4 3.20GHz	1	1	232	468	82	2.83	Feb 2009	PGA478	Desktop
4857	Mobile Intel Pentium 4 3.33GHz	1	1	344	552	NA	NA	Feb 2009	Unknown	Laptop
4858	Mobile Intel Pentium III - M 1200MHz	1	1	146	185	22	6.63	Mar 2009	BGA2, microPGA2	Laptop
4859	Mobile Intel Pentium III - M 933MHz	1	1	130	177	20.1	6.47	Jul 2009	BGA2, microPGA2	Laptop
4860	mocha	1	4	1,125	722	NA	NA	Apr 2023	Unknown	Mobile/Embedded
4861	Montage Jintide C4215R	1	8	14,672	2,134	130	112.86	Oct 2023	LGA3647	Server
4862	Montage Jintide C5418Y	1	24	49,045	2,341	185	265.11	May 2024	LGA4677	Server
4863	[Dual CPU] Montage Jintide C6348	2	28	66,555	2,206	NA	NA	Feb 2024	LGA4189	Server
4864	msm8960dt	1	2	306	324	NA	NA	May 2021	Unknown	Mobile/Embedded
4865	MT3561S	1	4	723	335	NA	NA	Jan 2023	Unknown	Mobile/Embedded
4866	MT5893	1	4	702	641	NA	NA	Apr 2022	Unknown	Mobile/Embedded
4867	MT6580	1	4	394	273	NA	NA	Aug 2024	Unknown	Mobile/Embedded
4868	MT6592	1	8	521	211	NA	NA	Jun 2021	Unknown	Mobile/Embedded
4869	MT6592T	1	8	1,056	354	NA	NA	Sep 2021	Unknown	Mobile/Embedded
4870	MT6735M	1	4	308	190	NA	NA	Apr 2021	Unknown	Mobile/Embedded
4871	MT6735P	1	4	374	224	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4872	MT6737H	1	8	528	319	NA	NA	Sep 2023	Unknown	Mobile/Embedded
4873	MT6738	1	8	692	430	NA	NA	Aug 2021	Unknown	Mobile/Embedded
4874	MT6739CH	1	4	533	305	NA	NA	Oct 2021	Unknown	Mobile/Embedded
4875	MT6739WM	1	4	338	236	NA	NA	Oct 2021	Unknown	Mobile/Embedded
4876	MT6750V/C	1	8	1,396	403	NA	NA	Jan 2022	Unknown	Mobile/Embedded
4877	MT6750V/CS	1	8	955	384	NA	NA	Apr 2022	Unknown	Mobile/Embedded
4878	MT6750V/DN	1	8	1,271	437	NA	NA	Nov 2022	Unknown	Mobile/Embedded
4879	MT6750V/W	1	8	845	342	NA	NA	Jul 2021	Unknown	Mobile/Embedded
4880	MT6750V/WS	1	8	934	383	NA	NA	May 2023	Unknown	Mobile/Embedded
4881	MT6752	1	8	1,728	486	NA	NA	Sep 2021	Unknown	Mobile/Embedded
4882	MT6752M	1	8	1,735	398	NA	NA	Dec 2023	Unknown	Mobile/Embedded
4883	MT6755	1	8	1,278	536	NA	NA	Sep 2021	Unknown	Mobile/Embedded
4884	MT6755BM	1	8	1,070	520	NA	NA	Aug 2021	Unknown	Mobile/Embedded
4885	MT6755M	1	8	1,229	501	NA	NA	Jul 2021	Unknown	Mobile/Embedded
4886	MT6755V/BM	1	8	1,219	520	NA	NA	Jan 2022	Unknown	Mobile/Embedded
4887	MT6755V/C	1	8	1,554	409	NA	NA	Nov 2023	Unknown	Mobile/Embedded
4888	MT6755V/W	1	8	1,608	555	NA	NA	Sep 2021	Unknown	Mobile/Embedded
4889	MT6755V/WM	1	8	1,090	361	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4890	MT6755V/WS	1	8	1,389	538	NA	NA	Apr 2021	Unknown	Mobile/Embedded
4891	MT6757W	1	8	1,941	606	NA	NA	May 2021	Unknown	Mobile/Embedded
4892	MT6757WD	1	8	1,771	632	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4893	MT6757WH	1	8	1,161	419	NA	NA	Jul 2021	Unknown	Mobile/Embedded
4894	MT6761V/CAB	1	4	816	515	NA	NA	May 2021	Unknown	Mobile/Embedded
4895	MT6761V/CBB	1	4	910	522	NA	NA	Apr 2021	Unknown	Mobile/Embedded
4896	MT6761V/CD	1	4	784	488	NA	NA	Jul 2021	Unknown	Mobile/Embedded
4897	MT6761V/WAB	1	4	816	487	NA	NA	May 2021	Unknown	Mobile/Embedded
4898	MT6761V/WD	1	4	580	430	NA	NA	Sep 2021	Unknown	Mobile/Embedded
4899	MT6762	1	8	1,735	579	NA	NA	Aug 2022	Unknown	Mobile/Embedded
4900	mt6762m	1	4	538	350	NA	NA	Jul 2021	Unknown	Mobile/Embedded
4901	MT6762V/CR	1	8	1,022	406	NA	NA	Jun 2021	Unknown	Mobile/Embedded
4902	MT6763V/B	1	8	1,544	552	NA	NA	Jun 2021	Unknown	Mobile/Embedded
4903	MT6763V/CT	1	8	1,794	443	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4904	MT6763V/WT	1	8	1,375	624	NA	NA	Apr 2021	Unknown	Mobile/Embedded
4905	MT6765	1	8	1,825	615	NA	NA	Apr 2021	Unknown	Mobile/Embedded
4906	MT6765H	1	8	2,132	639	NA	NA	Jan 2022	Unknown	Mobile/Embedded
4907	MT6765V/WA	1	8	1,820	617	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4908	MT6765V/WB	1	8	1,891	613	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4909	MT6768G	1	8	2,838	1,172	NA	NA	Oct 2021	Unknown	Mobile/Embedded
4910	MT6769H	1	8	2,696	1,054	NA	NA	Nov 2021	Unknown	Mobile/Embedded
4911	MT6769V	1	8	2,229	1,060	NA	NA	Oct 2022	Unknown	Mobile/Embedded
4912	MT6769V/CT	1	8	2,477	1,061	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4913	MT6769V/CZ	1	8	2,771	1,109	NA	NA	Jul 2021	Unknown	Mobile/Embedded
4914	MT6771V/CL	1	8	3,079	924	NA	NA	Aug 2022	Unknown	Mobile/Embedded
4915	MT6771V/WL	1	8	2,299	886	NA	NA	May 2021	Unknown	Mobile/Embedded
4916	mt6779	1	8	2,251	674	NA	NA	Aug 2022	Unknown	Mobile/Embedded
4917	MT6781	1	8	3,875	1,356	NA	NA	Feb 2022	Unknown	Mobile/Embedded
4918	MT6781V/CD	1	8	3,969	1,477	NA	NA	Dec 2021	Unknown	Mobile/Embedded
4919	MT6785	1	8	3,555	1,321	NA	NA	May 2021	Unknown	Mobile/Embedded
4920	MT6795	1	8	1,290	461	NA	NA	Apr 2021	Unknown	Mobile/Embedded
4921	MT6795M	1	8	968	377	NA	NA	Apr 2021	Unknown	Mobile/Embedded
4922	MT6795MM	1	8	618	567	NA	NA	Jul 2021	Unknown	Mobile/Embedded
4923	MT6797D	1	10	758	326	NA	NA	Oct 2021	Unknown	Mobile/Embedded
4924	MT6797M	1	10	2,099	887	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4925	MT6833	1	8	3,784	1,390	NA	NA	May 2021	Unknown	Mobile/Embedded
4926	MT6833GP	1	8	3,238	1,425	NA	NA	Nov 2023	Unknown	Mobile/Embedded
4927	MT6833P	1	8	4,158	1,377	NA	NA	Dec 2021	Unknown	Mobile/Embedded
4928	MT6833V/NZA	1	8	3,641	1,419	NA	NA	Jul 2021	Unknown	Mobile/Embedded
4929	MT6833V/PNZA	1	8	4,164	1,522	NA	NA	Oct 2021	Unknown	Mobile/Embedded
4930	MT6833V/ZA	1	8	4,104	1,462	NA	NA	Aug 2021	Unknown	Mobile/Embedded
4931	MT6853V/NZA	1	8	3,330	1,258	NA	NA	Apr 2021	Unknown	Mobile/Embedded
4932	MT6853V/TNZA	1	8	3,616	1,532	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4933	MT6853V/ZA	1	8	3,505	1,247	NA	NA	Nov 2021	Unknown	Mobile/Embedded
4934	MT6875	1	8	4,393	1,187	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4935	MT6877T	1	8	4,548	1,641	NA	NA	Jan 2022	Unknown	Mobile/Embedded
4936	MT6877V/TTZA	1	8	5,253	2,152	NA	NA	Feb 2023	Unknown	Mobile/Embedded
4937	MT6877V/TZA	1	8	4,871	1,871	NA	NA	Feb 2022	Unknown	Mobile/Embedded
4938	MT6877V/ZA	1	8	4,787	1,954	NA	NA	Aug 2021	Unknown	Mobile/Embedded
4939	MT6883Z/CZA	1	8	5,665	1,694	NA	NA	Jan 2022	Unknown	Mobile/Embedded
4940	MT6889Z/CZA	1	8	4,504	1,798	NA	NA	Feb 2021	Unknown	Mobile/Embedded
4941	MT6891	1	8	5,817	1,764	NA	NA	Oct 2021	Unknown	Mobile/Embedded
4942	MT6891Z/CZA	1	8	6,025	1,668	NA	NA	Dec 2021	Unknown	Mobile/Embedded
4943	MT6893	1	8	5,102	1,902	NA	NA	Nov 2021	Unknown	Mobile/Embedded
4944	MT6893Z/CZA	1	8	6,467	2,158	NA	NA	May 2021	Unknown	Mobile/Embedded
4945	MT6893Z_A/CZA	1	8	6,050	2,341	NA	NA	Aug 2021	Unknown	Mobile/Embedded
4946	MT6893Z_B/CZA	1	8	6,371	1,901	NA	NA	May 2022	Unknown	Mobile/Embedded
4947	MT6893Z_C/CZA	1	8	6,139	1,767	NA	NA	Dec 2021	Unknown	Mobile/Embedded
4948	MT6893Z_D/CZA	1	8	5,701	2,262	NA	NA	Oct 2021	Unknown	Mobile/Embedded
4949	MT6893Z_Z/CZA	1	8	6,485	2,046	NA	NA	Jul 2022	Unknown	Mobile/Embedded
4950	MT6969T	1	8	2,228	1,125	NA	NA	Jun 2021	Unknown	Mobile/Embedded
4951	MT8127	1	4	429	253	NA	NA	Aug 2023	Unknown	Mobile/Embedded
4952	MT8161A	1	4	818	344	NA	NA	Feb 2022	Unknown	Mobile/Embedded
4953	MT8161AA	1	4	857	419	NA	NA	Feb 2022	Unknown	Mobile/Embedded
4954	MT8161P	1	4	508	261	NA	NA	Jan 2022	Unknown	Mobile/Embedded
4955	MT8165	1	4	950	498	NA	NA	Jul 2021	Unknown	Mobile/Embedded
4956	MT8167A	1	4	478	285	NA	NA	Sep 2021	Unknown	Mobile/Embedded
4957	MT8167D	1	4	532	316	NA	NA	Dec 2021	Unknown	Mobile/Embedded
4958	MT8168B	1	4	1,050	538	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4959	MT8168M	1	4	868	486	NA	NA	Mar 2023	Unknown	Mobile/Embedded
4960	MT8169A	1	6	1,962	661	NA	NA	Nov 2022	Unknown	Mobile/Embedded
4961	MT8173	1	4	804	597	NA	NA	Jan 2022	Unknown	Mobile/Embedded
4962	MT8175B	1	4	1,199	554	NA	NA	May 2024	Unknown	Mobile/Embedded
4963	MT8176	1	6	1,406	1,033	NA	NA	Dec 2021	Unknown	Mobile/Embedded
4964	MT8186	1	8	3,862	1,479	NA	NA	Nov 2023	Unknown	Mobile/Embedded
4965	MT8188JV/A	1	8	5,104	1,878	NA	NA	Jul 2023	Unknown	Mobile/Embedded
4966	MT8195AV/ZA	1	8	5,735	1,840	NA	NA	Feb 2022	Unknown	Mobile/Embedded
4967	MT8365	1	4	889	489	NA	NA	Jun 2022	Unknown	Mobile/Embedded
4968	MT8395AV/ZA	1	8	2,410	1,200	NA	NA	Mar 2023	Unknown	Mobile/Embedded
4969	MT8667	1	8	3,230	1,160	NA	NA	May 2023	Unknown	Mobile/Embedded
4970	MT8696	1	4	738	535	NA	NA	Feb 2022	Unknown	Mobile/Embedded
4971	MT8732T	1	4	1,081	399	NA	NA	Jun 2023	Unknown	Mobile/Embedded
4972	MT8735	1	4	495	299	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4973	MT8735A	1	4	655	334	NA	NA	Apr 2022	Unknown	Mobile/Embedded
4974	MT8735M	1	4	388	244	NA	NA	Aug 2022	Unknown	Mobile/Embedded
4975	MT8735P	1	4	572	242	NA	NA	Jun 2021	Unknown	Mobile/Embedded
4976	MT8735T	1	4	704	356	NA	NA	Nov 2021	Unknown	Mobile/Embedded
4977	MT8765WA	1	4	567	334	NA	NA	Jun 2022	Unknown	Mobile/Embedded
4978	MT8765WB	1	4	419	249	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4979	MT8766A	1	4	956	467	NA	NA	Apr 2021	Unknown	Mobile/Embedded
4980	MT8766B	1	4	822	509	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4981	MT8768CA	1	10	1,912	545	NA	NA	Jul 2024	Unknown	Mobile/Embedded
4982	MT8768WB	1	4	1,074	480	NA	NA	Aug 2023	Unknown	Mobile/Embedded
4983	MT8768WD	1	8	1,122	448	NA	NA	May 2021	Unknown	Mobile/Embedded
4984	MT8768WE	1	8	1,323	518	NA	NA	May 2022	Unknown	Mobile/Embedded
4985	MT8771V/PZA	1	8	4,723	1,700	NA	NA	Mar 2023	Unknown	Mobile/Embedded
4986	MT8783	1	8	1,039	353	NA	NA	Dec 2021	Unknown	Mobile/Embedded
4987	MT8786V/CA	1	8	3,137	1,160	NA	NA	Jan 2022	Unknown	Mobile/Embedded
4988	MT8786V/N	1	8	2,992	1,165	NA	NA	Aug 2022	Unknown	Mobile/Embedded
4989	MT8788	1	8	2,756	859	NA	NA	Mar 2021	Unknown	Mobile/Embedded
4990	MT8789V/CT	1	8	4,119	1,441	NA	NA	May 2022	Unknown	Mobile/Embedded
4991	MT8789V/T	1	8	4,104	1,466	NA	NA	Sep 2022	Unknown	Mobile/Embedded
4992	MT8797Z/CNZA	1	8	6,550	1,799	NA	NA	Nov 2022	Unknown	Mobile/Embedded
4993	MT9950	1	4	845	653	NA	NA	Aug 2021	Unknown	Mobile/Embedded
4994	MTK6757	1	8	1,158	709	NA	NA	May 2021	Unknown	Mobile/Embedded
4995	MTK8257	1	8	842	404	NA	NA	Apr 2023	Unknown	Mobile/Embedded
4996	Nakamichi	1	4	353	238	NA	NA	Aug 2024	Unknown	Mobile/Embedded
4997	Nvidia Tegra T132	1	2	1,224	1,051	NA	NA	Jun 2021	Unknown	Mobile/Embedded
4998	Nvidia Tegra T210	1	4	1,635	722	NA	NA	May 2021	Unknown	Mobile/Embedded
4999	nxp IMX8MP	1	4	1,020	477	NA	NA	Aug 2024	Unknown	Mobile/Embedded
5000	nxp IMX8MQ	1	4	803	389	NA	NA	Jun 2023	Unknown	Mobile/Embedded
5001	Odin based on Qualcomm Technologies, Inc SM8350	1	8	6,456	1,751	NA	NA	Sep 2021	Unknown	Mobile/Embedded
5002	OMAP4 Espresso board	1	2	98	222	NA	NA	Jun 2024	Unknown	Mobile/Embedded
5003	P22	1	8	1,908	537	NA	NA	Jun 2022	Unknown	Mobile/Embedded
5004	Pentium Dual-Core E6000 @ 3.46GHz	1	2	1,472	1,542	NA	NA	Apr 2011	Unknown	Unknown
5005	Pentium Dual-Core T4200 @ 2.00GHz	1	2	775	824	NA	NA	Mar 2022	Unknown	Mobile/Embedded
5006	Pentium Dual-Core T4300 @ 2.10GHz	1	2	901	883	NA	NA	Apr 2024	Unknown	Unknown
5007	Pentium Dual-Core T4500 @ 2.30GHz	1	2	932	915	NA	NA	Apr 2021	Unknown	Unknown
5008	QCT APQ8064 AWIFI	1	4	382	276	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5009	QCT APQ8064 DEB	1	4	453	278	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5010	QCT APQ8064 FLO	1	4	553	311	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5011	QCT APQ8064 MAKO	1	4	399	254	NA	NA	Jan 2021	Unknown	Unknown
5012	QCT APQ8064 MTP	1	4	389	330	NA	NA	Dec 2022	Unknown	Mobile/Embedded
5013	QTI MSM8937	1	8	2,142	606	NA	NA	Sep 2023	Unknown	Mobile/Embedded
5014	QTI MSM8953	1	8	2,065	613	NA	NA	Aug 2024	Unknown	Mobile/Embedded
5015	QTI QCM2290	1	4	875	532	NA	NA	Mar 2024	Unknown	Mobile/Embedded
5016	QTI QCM4290	1	8	2,512	798	NA	NA	Aug 2023	Unknown	Mobile/Embedded
5017	QTI QCM4490	1	8	5,308	2,171	NA	NA	Aug 2024	Unknown	Mobile/Embedded
5018	QTI QCM5430	1	6	4,006	1,910	NA	NA	Aug 2023	Unknown	Mobile/Embedded
5019	QTI QCS5430	1	6	3,760	1,892	NA	NA	Aug 2024	Unknown	Mobile/Embedded
5020	QTI QCS8550	1	8	10,369	3,332	NA	NA	Oct 2023	Unknown	Mobile/Embedded
5021	QTI SDM439	1	8	1,556	554	NA	NA	Aug 2023	Unknown	Mobile/Embedded
5022	QTI SDM450	1	8	1,672	540	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5023	QTI SDM660	1	8	2,850	968	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5024	QTI SDM845	1	8	2,666	986	NA	NA	Aug 2024	Unknown	Mobile/Embedded
5025	QTI SG8175P	1	8	6,713	2,140	NA	NA	Nov 2023	Unknown	Mobile/Embedded
5026	QTI SM4350	1	8	3,719	1,473	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5027	QTI SM4375	1	8	3,947	1,777	NA	NA	May 2023	Unknown	Mobile/Embedded
