,CPU Name,Predicted CPU Mark,Actual CPU Mark,Accuracy (%)
361,[Dual CPU] Intel Xeon L5410 @ 2.33GHz,5033.959,3974,73.85159010600707
362,Intel Celeron G4900T @ 2.90GHz,2908.778,2239,73.85159010600707
363,Intel Xeon W-2125 @ 4.00GHz,8964.27,10027,73.85159010600707
364,Athlon Dual Core 4050e,573.781,670,73.85159010600707
365,Intel Core i5-7600K @ 3.80GHz,6796.518,6807,73.85159010600707
366,Intel Xeon Platinum 8260 @ 2.40GHz,29310.9735,30347,73.85159010600707
367,AMD A8-4500M APU,1730.47,1683,73.85159010600707
368,AMD Opteron 2222,794.323,1198,73.85159010600707
369,Intel Pentium M 1.40GHz,210.0445,225,73.85159010600707
370,Intel Core Ultra 5 125H,17906.787,22397,73.85159010600707
371,Intel Atom x6425RE @ 1.90GHz,2438.963,2990,73.85159010600707
372,Intel Xeon X3370 @ 3.00GHz,2489.519,2465,73.85159010600707
373,Intel Pentium A1018 @ 2.10GHz,1195.1525,1210,73.85159010600707
374,AMD Ryzen Threadripper 1920,23432.12,22066,73.85159010600707
375,[Dual CPU] Intel Xeon E5530 @ 2.40GHz,5299.7695,5214,73.85159010600707
376,[Dual CPU] Intel Xeon X5570 @ 2.93GHz,5741.609,6238,73.85159010600707
377,[Quad CPU] Intel Xeon Platinum 8160 @ 2.10GHz,77267.9045,72905,73.85159010600707
378,AMD EPYC 72F3,24400.814,27252,73.85159010600707
379,Intel Core i9-9940X @ 3.30GHz,28355.553,27996,73.85159010600707
380,[Dual CPU] Intel Xeon E5506 @ 2.13GHz,3633.2185,3710,73.85159010600707
381,Intel Core2 Duo T7200 @ 2.00GHz,691.6795,738,73.85159010600707
382,[Dual CPU] AMD EPYC 7573X,100414.8075,103531,73.85159010600707
383,Intel Pentium G3440 @ 3.30GHz,2600.6735,2202,73.85159010600707
384,AMD A6-7310 APU,1166.717,1724,73.85159010600707
385,AMD A4-9120,1459.9535,1224,73.85159010600707
386,Intel Xeon E3-1505L v5 @ 2.00GHz,3700.5025,5083,73.85159010600707
387,Intel Core i5-5675C @ 3.10GHz,6007.8695,5606,73.85159010600707
388,AMD Phenom 9600B Quad-Core,1478.4595,1822,73.85159010600707
389,AMD EPYC 7451,25660.9355,25863,73.85159010600707
390,AMD E1-6010 APU,666.585,535,73.85159010600707
391,Intel Core Duo T2500 @ 2.00GHz,444.042,408,73.85159010600707
392,Intel Atom N280 @ 1.66GHz,419.852,157,73.85159010600707
393,[Dual CPU] Intel Xeon E5-2603 @ 1.80GHz,3820.854,4433,73.85159010600707
394,Intel Core i7-1180G7 @ 1.30GHz,9130.7845,8293,73.85159010600707
395,Intel Xeon 5160 @ 3.00GHz,1105.488,963,73.85159010600707
396,[Dual CPU] Intel Xeon Platinum 8468,124578.4275,126838,73.85159010600707
397,Intel Xeon E3-1276 v3 @ 3.60GHz,7327.812,7508,73.85159010600707
398,[Dual CPU] AMD Opteron 4386,7789.8065,9253,73.85159010600707
399,Intel Core i5-8250U @ 1.60GHz,5868.3205,5868,73.85159010600707
400,AMD G-T40N,329.1655,299,73.85159010600707
401,Intel Celeron J3455E @ 1.50GHz,2630.253,2193,73.85159010600707
402,Intel Xeon Gold 6258R @ 2.70GHz,42400.2885,40252,73.85159010600707
403,AMD Opteron 170,805.015,648,73.85159010600707
404,Intel Xeon Platinum P-8124 @ 3.00GHz,25507.6225,22674,73.85159010600707
405,Intel Xeon E-2478,24290.644,29827,73.85159010600707
406,AMD EPYC 7281,15962.624,21621,73.85159010600707
407,AMD Sempron 210U,244.1375,267,73.85159010600707
408,Intel Core i5-3427U @ 1.80GHz,2684.2795,2252,73.85159010600707
409,Intel Xeon E5-2667 v4 @ 3.20GHz,12928.946,13847,73.85159010600707
410,Intel Celeron N5095 @ 2.00GHz,5696.3245,4086,73.85159010600707
411,AMD Athlon X3 435,1861.907,1781,73.85159010600707
412,Intel Core i7-7700T @ 2.90GHz,7673.982,7597,73.85159010600707
413,Intel Core i5-6402P @ 2.80GHz,5198.5645,5379,73.85159010600707
414,[5-Way CPU] AMD Ryzen 9 5950X,12983.8635,13220,73.85159010600707
415,Intel Xeon E3-1230L v3 @ 1.80GHz,3475.319,5251,73.85159010600707
416,AMD Sempron 3400+,213.606,292,73.85159010600707
417,AMD Phenom 8850B Triple-Core,1434.3905,1281,73.85159010600707
418,Intel Xeon Gold 6348 @ 2.60GHz,49578.319,52276,73.85159010600707
419,AMD Athlon X2 450,1026.5355,1295,73.85159010600707
420,[Dual CPU] Intel Xeon Gold 6530,86976.2095,97607,73.85159010600707
421,AMD A10-8700P,1967.975,2245,73.85159010600707
422,AMD A8-3850 APU,2296.2165,2374,73.85159010600707
423,Intel Core i7-13850HX,33558.948,37987,73.85159010600707
424,Intel Core i7-5550U @ 2.00GHz,4234.119,2864,73.85159010600707
425,Intel Core i5-9600T @ 2.30GHz,11327.832,9620,73.85159010600707
426,AMD PRO A4-4350B,1194.433,1134,73.85159010600707
427,Intel Core i5-9600K @ 3.70GHz,9360.197,10671,73.85159010600707
428,Intel Xeon E5-2648L @ 1.80GHz,4630.975,5262,73.85159010600707
429,AMD Athlon Gold PRO 3150G,7939.7965,7702,73.85159010600707
430,Intel Core i5-3340M @ 2.70GHz,2498.2735,2694,73.85159010600707
431,Intel Core i7-9700TE @ 1.80GHz,7001.2825,10203,73.85159010600707
432,[Dual CPU] Intel Xeon Gold 6342 @ 2.80GHz,74967.617,73194,73.85159010600707
433,Intel Xeon E5-4620 v3 @ 2.00GHz,10820.4045,10525,73.85159010600707
434,[Dual CPU] Intel Xeon E5-2440 @ 2.40GHz,10390.264,10776,73.85159010600707
435,Intel Core Duo T2300 @ 1.66GHz,302.5365,325,73.85159010600707
436,Intel Xeon E5-2689 v4 @ 3.10GHz,16886.4965,17049,73.85159010600707
437,Intel Pentium Extreme Edition 955 @ 3.46GHz,1130.383,469,73.85159010600707
438,AMD Ryzen 7 2700X,14889.5395,17519,73.85159010600707
439,AMD Ryzen 7 PRO 6850H,23186.8605,22960,73.85159010600707
440,Intel Xeon D-1559 @ 1.50GHz,7627.903,8015,73.85159010600707
441,AMD Phenom II X4 850,2360.612,2400,73.85159010600707
442,Intel Core2 Duo P8800 @ 2.66GHz,1221.7065,937,73.85159010600707
443,AMD Athlon II X4 638 Quad-Core,2063.2455,2250,73.85159010600707
444,[Quad CPU] Intel Xeon E5-4650 @ 2.70GHz,22655.649,27008,73.85159010600707
445,Intel Celeron E1600 @ 2.40GHz,954.257,840,73.85159010600707
446,Intel Xeon E-2124G @ 3.40GHz,8455.8465,7418,73.85159010600707
447,Intel Xeon Gold 6526Y,44158.284,46025,73.85159010600707
448,AMD PRO A6-8500B,1895.0345,1601,73.85159010600707
449,[Dual CPU] Intel Xeon Gold 6334 @ 3.60GHz,31408.192,34757,73.85159010600707
450,AMD Ryzen 5 1500X,7670.688,9102,73.85159010600707
451,AMD Ryzen 5 1400,5842.958,7753,73.85159010600707
452,Intel Xeon E3-1245 V2 @ 3.40GHz,5920.133,6308,73.85159010600707
453,[Dual CPU] Intel Xeon X5560 @ 2.80GHz,6366.4125,5864,73.85159010600707
454,AMD Opteron 6128,504.923,2826,73.85159010600707
455,AMD PRO A10-8750B,2137.1005,2879,73.85159010600707
456,AMD Phenom II X940 Quad-Core,817.5665,1797,73.85159010600707
457,Intel Core m7-6Y75 @ 1.20GHz,2682.15,2326,73.85159010600707
458,Intel Core i5-14400F,25721.363,25624,73.85159010600707
459,Intel Xeon E5-2669 v3 @ 2.30GHz,14272.1435,16107,73.85159010600707
460,AMD Athlon X3 440,1967.7905,1438,73.85159010600707
461,Intel Core i5-2557M @ 1.70GHz,1682.8615,1713,73.85159010600707
462,AMD Ryzen 3 PRO 2300U,6870.51,5795,73.85159010600707
463,Intel Xeon E5-2637 v2 @ 3.50GHz,7479.517,6457,73.85159010600707
464,Intel Core i5-4210M @ 2.60GHz,3162.233,2888,73.85159010600707
465,Intel Core2 Extreme X6800 @ 2.93GHz,1152.0305,1095,73.85159010600707
466,Intel Core i7-8706G @ 3.10GHz,7592.384,7287,73.85159010600707
467,AMD Ryzen 3 5300GE,14729.3025,13074,73.85159010600707
468,AMD A8-6410 APU,1482.6445,1771,73.85159010600707
469,Intel Xeon E-2236 @ 3.40GHz,15284.468,14012,73.85159010600707
470,AMD Turion Dual-Core RM-74,548.053,588,73.85159010600707
471,Intel Core i5-2380P @ 3.10GHz,4031.718,3797,73.85159010600707
472,[Dual CPU] AMD Ryzen Threadripper PRO 3995WX,111173.4515,113693,73.85159010600707
473,[Dual CPU] Intel Xeon E5-2683 v3 @ 2.00GHz,21480.37,23992,73.85159010600707
474,Intel Core i5-9400H @ 2.50GHz,9858.5235,7912,73.85159010600707
475,Intel Core i3-2100 @ 3.10GHz,1953.617,1855,73.85159010600707
476,[Dual CPU] AMD EPYC 7513,81149.4585,96409,73.85159010600707
477,AMD Ryzen 7 9700X,44897.038,37304,73.85159010600707
478,AMD Ryzen 9 PRO 5945,26139.9425,34573,73.85159010600707
479,Intel Core i7-3632QM @ 2.20GHz,2810.6695,4697,73.85159010600707
480,Intel Core i7-6770HQ @ 2.60GHz,5837.5145,7087,73.85159010600707
481,Intel Core i7-1250U,14365.0945,11722,73.85159010600707
482,Intel Xeon E5-2603 v2 @ 1.80GHz,1901.0885,2735,73.85159010600707
483,Intel Xeon L5430 @ 2.66GHz,1612.3365,2260,73.85159010600707
484,Intel Xeon X5460 @ 3.16GHz,2739.1845,2572,73.85159010600707
485,Intel Core i7-4770T @ 2.50GHz,5992.3565,5973,73.85159010600707
486,AMD Embedded R-Series RX-421ND,2190.6225,3024,73.85159010600707
487,AMD Athlon II X4 557,3049.652,2567,73.85159010600707
488,Intel Xeon X3330 @ 2.66GHz,2272.6345,2111,73.85159010600707
489,[Dual CPU] AMD Opteron 285,1731.7585,1441,73.85159010600707
490,AMD Ryzen Threadripper 2950X,26886.1505,29442,73.85159010600707
491,Intel Xeon W3530 @ 2.80GHz,3227.284,3068,73.85159010600707
492,Intel Core i7-11700F @ 2.50GHz,21191.453,20997,73.85159010600707
493,Intel Core2 Duo T7300 @ 2.00GHz,734.235,680,73.85159010600707
494,[Dual CPU] Intel Xeon Gold 6253CL @ 3.10GHz,48933.2595,49872,73.85159010600707
495,AMD A8-3800 APU,1534.422,2049,73.85159010600707
496,Intel Core i3-14100,17411.916,15043,73.85159010600707
497,Intel Core i5-13420H,23960.8075,18600,73.85159010600707
498,Intel Core Duo T2600 @ 2.16GHz,503.319,460,73.85159010600707
499,[Dual CPU] Intel Xeon E5-2637 @ 3.00GHz,5001.6805,5775,73.85159010600707
500,Intel Xeon E5-2418L v2 @ 2.00GHz,5634.615,5380,73.85159010600707
501,Intel Xeon E5-1620 v4 @ 3.50GHz,9127.9635,7382,73.85159010600707
502,Intel Core i5-7200U @ 2.50GHz,4544.681,3387,73.85159010600707
503,Intel Core i3-380M @ 2.53GHz,1044.873,1200,73.85159010600707
504,Intel Xeon E7-8891 v3 @ 2.80GHz,18566.9195,21615,73.85159010600707
505,[Dual CPU] Intel Xeon Gold 6248 @ 2.50GHz,29098.292,33619,73.85159010600707
506,AMD Opteron 1356,1640.404,1703,73.85159010600707
507,Intel Xeon D-1733NT @ 2.00GHz,9051.0315,14849,73.85159010600707
508,Intel Core i7-6900K @ 3.20GHz,14977.769,14476,73.85159010600707
509,Intel Xeon E5-2686 v3 @ 2.00GHz,18263.4285,18148,73.85159010600707
510,AMD Phenom II X4 980,3445.733,2839,73.85159010600707
511,Intel Xeon E5-4603 @ 2.00GHz,2057.115,3391,73.85159010600707
512,AMD Opteron 2218,454.8365,1036,73.85159010600707
513,Intel Core2 Extreme Q6850 @ 3.00GHz,2462.4165,2304,73.85159010600707
514,Intel Core2 Duo T9550 @ 2.66GHz,1173.5215,972,73.85159010600707
515,Intel Xeon E-2286M @ 2.40GHz,17211.5185,15092,73.85159010600707
516,Intel Atom x6425E @ 2.00GHz,5425.321,3905,73.85159010600707
517,Intel Core i7-13790F,46678.8755,46309,73.85159010600707
518,AMD EPYC 7552,63172.348,61282,73.85159010600707
519,Intel Core2 Duo P8400 @ 2.26GHz,915.898,850,73.85159010600707
520,Intel Celeron E1200 @ 1.60GHz,482.27,516,73.85159010600707
521,Intel Celeron 570 @ 2.26GHz,322.413,344,73.85159010600707
522,Intel Xeon Gold 5218T @ 2.10GHz,22848.0605,21433,73.85159010600707
523,AMD A6-5400B APU,1502.084,1459,73.85159010600707
524,Intel Xeon Gold 6530,67116.135,65533,73.85159010600707
525,AMD Ryzen 7 4800H,10918.449,18523,73.85159010600707
526,AMD Athlon 300GE,5618.045,4273,73.85159010600707
527,Intel Xeon E5-2660 v3 @ 2.60GHz,15216.869,13135,73.85159010600707
528,[Dual CPU] AMD Opteron 6128 HE,5863.8995,6339,73.85159010600707
529,[Dual CPU] Intel Xeon Silver 4114 @ 2.20GHz,25497.088,20898,73.85159010600707
530,AMD Phenom II X3 B73,1846.502,1538,73.85159010600707
531,Intel Core i5-8200Y @ 1.30GHz,3151.6195,2174,73.85159010600707
532,Intel Xeon E-2226G @ 3.40GHz,10107.1805,11110,73.85159010600707
533,[Dual CPU] Intel Xeon E5-2680 v2 @ 2.80GHz,22501.069,21269,73.85159010600707
534,AMD Athlon Silver 7120U,5473.0385,3155,73.85159010600707
535,Intel Core i5-520UM @ 1.07GHz,868.892,908,73.85159010600707
536,AMD Ryzen 5 5600G,18796.3595,19880,73.85159010600707
537,Intel Pentium Silver N6000 @ 1.10GHz,2800.997,3059,73.85159010600707
538,Intel Pentium 4 1800MHz,148.4125,114,73.85159010600707
539,[Dual CPU] AMD Opteron 2382,4941.9755,4516,73.85159010600707
540,Intel Core i7-8850H @ 2.60GHz,8323.4245,10212,73.85159010600707
541,Intel Core i5-4470 @ 3.30GHz,4501.522,3971,73.85159010600707
542,[Dual CPU] Intel Xeon X5450 @ 3.00GHz,2837.5115,4814,73.85159010600707
543,Intel Core i5-3570K @ 3.40GHz,5204.818,4952,73.85159010600707
544,Intel Atom x6211E @ 1.30GHz,4025.3245,1833,73.85159010600707
545,AMD Opteron 4280,3544.2385,4504,73.85159010600707
546,Intel Core i5-760 @ 2.80GHz,2520.7855,2628,73.85159010600707
547,Intel Atom N470 @ 1.83GHz,324.0935,224,73.85159010600707
548,Intel Core i5-4278U @ 2.60GHz,3250.261,2831,73.85159010600707
549,[Dual CPU] Intel Xeon E5-2620 @ 2.00GHz,9661.488,9763,73.85159010600707
550,AMD Opteron 6328,4928.7195,5306,73.85159010600707
551,[Dual CPU] Intel Xeon Gold 6122 @ 1.80GHz,43440.078,40707,73.85159010600707
552,Intel Xeon E5-2650 v4 @ 2.20GHz,14047.4415,13591,73.85159010600707
553,Intel Core M-5Y10 @ 0.80GHz,1962.408,1628,73.85159010600707
554,AMD Ryzen 7 7840U,20476.561,24949,73.85159010600707
555,Intel Celeron J4005 @ 2.00GHz,2096.3105,1550,73.85159010600707
556,Intel Celeron D 347 @ 3.06GHz,524.1915,232,73.85159010600707
557,[Dual CPU] Intel Xeon Gold 5320 @ 2.20GHz,56388.1935,64917,73.85159010600707
558,[Dual CPU] Intel Xeon X5650 @ 2.67GHz,10861.7385,10128,73.85159010600707
559,Intel Pentium 4 1500MHz,89.4635,81,73.85159010600707
560,Intel Core i7-860 @ 2.80GHz,2318.973,2993,73.85159010600707
561,Intel Xeon E3-1270 v3 @ 3.50GHz,7027.6615,7274,73.85159010600707
562,Intel Xeon Silver 4310 @ 2.10GHz,22019.388,22642,73.85159010600707
563,Intel Core i5-8500B @ 3.00GHz,8673.2605,8944,73.85159010600707
564,AMD A10-6700T APU,1906.9415,2299,73.85159010600707
565,Intel Core i5-5350U @ 1.80GHz,2990.389,2569,73.85159010600707
566,Intel Celeron 807UE @ 1.00GHz,300.6845,241,73.85159010600707
567,AMD Athlon Dual Core 4050e,648.5635,674,73.85159010600707
568,AMD E1-1500 APU,378.5785,398,73.85159010600707
569,AMD PRO A6-8570,2323.5775,1906,73.85159010600707
570,VIA Nano U2250 (1.6GHz Capable),196.9645,187,73.85159010600707
571,Intel Core i5-4470S @ 3.00GHz,4413.7835,4742,73.85159010600707
572,Intel Xeon Gold 6132 @ 2.60GHz,20928.253,22099,73.85159010600707
573,Intel Xeon E5-1607 v4 @ 3.10GHz,6044.491,5200,73.85159010600707
574,AMD Turion 64 Mobile ML-44,247.878,384,73.85159010600707
575,Intel Xeon W-2135 @ 3.70GHz,16713.2315,14446,73.85159010600707
576,[Dual CPU] Intel Xeon Platinum 6162 @ 1.90GHz,45788.743,42073,73.85159010600707
577,[Dual CPU] Intel Xeon E5-2650L @ 1.80GHz,13498.6485,11364,73.85159010600707
578,Intel Celeron G4900 @ 3.10GHz,2497.261,2394,73.85159010600707
579,Intel Xeon E3113 @ 3.00GHz,1333.331,1429,73.85159010600707
580,AMD R-464L APU,1467.1105,1773,73.85159010600707
581,AMD A4-5150M APU,676.5585,765,73.85159010600707
582,Intel Xeon E5520 @ 2.27GHz,2057.8995,2524,73.85159010600707
583,Intel Xeon E-2186G @ 3.80GHz,10769.3495,13964,73.85159010600707
584,Intel Core i5-8400H @ 2.50GHz,8176.032,7644,73.85159010600707
585,Intel Celeron M 440 @ 1.86GHz,273.214,169,73.85159010600707
586,AMD A8-7690K,2887.238,2157,73.85159010600707
587,Intel Xeon D-2183IT @ 2.20GHz,19382.878,19377,73.85159010600707
588,Intel Xeon W-1270P @ 3.80GHz,16803.904,17113,73.85159010600707
589,AMD Ryzen 3 1200,5831.636,6275,73.85159010600707
590,[Dual CPU] Intel Xeon Platinum 8480+,121192.558,125165,73.85159010600707
591,Intel Xeon Gold 6334 @ 3.60GHz,20390.4135,21521,73.85159010600707
592,AMD TurionX2 Dual Core Mobile RM-70,619.87,536,73.85159010600707
593,Intel Core i7-6700 @ 3.40GHz,8213.742,8080,73.85159010600707
594,Intel Core i5-12600K,33807.2145,27708,73.85159010600707
595,Intel Atom Z670 @ 1.50GHz,95.327,158,73.85159010600707
596,AMD A10-9620P,2312.1565,2540,73.85159010600707
597,AMD Ryzen 5 7645HX,31504.928,26868,73.85159010600707
598,Intel Xeon D-1718T @ 2.60GHz,9598.359,9713,73.85159010600707
599,Intel Xeon Silver 4110 @ 2.10GHz,11513.915,10215,73.85159010600707
600,Intel Core i7-13650HX,31818.866,31418,73.85159010600707
601,[Dual CPU] Intel Xeon Gold 6134 @ 3.20GHz,29375.655,28513,73.85159010600707
602,[Dual CPU] Intel Xeon Silver 4216 @ 2.10GHz,28900.5145,30184,73.85159010600707
603,Intel Celeron 1000M @ 1.80GHz,1113.188,1070,73.85159010600707
604,Intel Celeron E3200 @ 2.40GHz,871.1425,839,73.85159010600707
605,AMD A8-7670K,3476.642,3192,73.85159010600707
606,Intel Atom C2350 @ 1.74GHz,1267.196,520,73.85159010600707
607,Intel Xeon Gold 5218 @ 2.30GHz,22787.9685,21986,73.85159010600707
608,Intel Core i3-4110M @ 2.60GHz,2672.992,2678,73.85159010600707
609,AMD Opteron 6234,2669.748,4072,73.85159010600707
610,AMD Opteron 2384,1839.6265,2074,73.85159010600707
611,Intel Xeon E5-2666 v3 @ 2.90GHz,14626.262,14294,73.85159010600707
612,Intel Core i5-9600 @ 3.10GHz,10756.61,10417,73.85159010600707
613,[Dual CPU] Intel Xeon Silver 4210 @ 2.20GHz,24005.2725,23593,73.85159010600707
614,AMD Turion X2 Ultra Dual-Core Mobile ZM-82,724.9715,733,73.85159010600707
615,Intel Xeon E3-1505L v6 @ 2.20GHz,3710.342,6088,73.85159010600707
616,Intel Xeon Gold 5118 @ 2.30GHz,15046.5095,16627,73.85159010600707
617,Intel Xeon Gold 6438N,53234.515,52789,73.85159010600707
618,Intel Xeon E5-2650L v2 @ 1.70GHz,9997.473,7586,73.85159010600707
619,Intel Core i3-1000NG4 @ 1.10GHz,6852.063,3572,73.85159010600707
620,[Dual CPU] Intel Xeon Silver 4410T,62684.8765,48208,73.85159010600707
621,Intel Xeon Platinum 8168 @ 2.70GHz,39971.271,33099,73.85159010600707
622,Intel Celeron P4500 @ 1.87GHz,679.2165,848,73.85159010600707
623,AMD Ryzen Threadripper 2990WX,27652.0165,32167,73.85159010600707
624,[Dual CPU] AMD EPYC 7402,59113.0045,63999,73.85159010600707
625,AMD Ryzen 5 PRO 4655GE,11426.8405,14436,73.85159010600707
626,Intel Xeon E5-1660 @ 3.30GHz,7927.4315,8413,73.85159010600707
627,Intel Core i7-10700KF @ 3.80GHz,19950.132,18595,73.85159010600707
628,[Quad CPU] Intel Xeon E7-4880 v2 @ 2.50GHz,46135.155,39311,73.85159010600707
629,Intel Core i5-2410M @ 2.30GHz,1921.4385,1941,73.85159010600707
630,Intel Pentium G4520 @ 3.60GHz,2949.445,2707,73.85159010600707
631,Intel Core2 Duo T5250 @ 1.50GHz,523.3625,549,73.85159010600707
632,AMD A8-5550M APU,1770.623,1862,73.85159010600707
633,[Dual CPU] Intel Xeon Gold 5220 @ 2.20GHz,43311.197,41925,73.85159010600707
634,AMD E-450 APU,389.5615,437,73.85159010600707
635,[Dual CPU] Intel Xeon E5-2698 v4 @ 2.20GHz,42035.528,39543,73.85159010600707
636,AMD Opteron 1218,1683.6205,910,73.85159010600707
637,Intel Core2 Duo SP9400 @ 2.40GHz,1047.1175,863,73.85159010600707
638,Intel Pentium E5800 @ 3.20GHz,1243.788,1165,73.85159010600707
639,Intel Xeon E5-2648L v3 @ 1.80GHz,9640.628,9847,73.85159010600707
640,[Quad CPU] Intel Xeon Gold 5320H @ 2.40GHz,66862.2415,83263,73.85159010600707
641,Intel Celeron D 356 @ 3.33GHz,475.7785,251,73.85159010600707
642,AMD PRO A8-8600B,2076.4475,2190,73.85159010600707
643,Intel Celeron G1101 @ 2.27GHz,1023.951,1086,73.85159010600707
644,AMD E-350,369.32,421,73.85159010600707
645,[Dual CPU] Intel Xeon Gold 6438Y+,86196.28,93306,73.85159010600707
646,AMD Opteron 2378,2212.874,1864,73.85159010600707
647,Intel Xeon E3-1271 v3 @ 3.60GHz,7313.1105,7539,73.85159010600707
648,Intel Core i7-1280P,17737.016,20368,73.85159010600707
649,Intel Pentium Gold G5600F @ 3.90GHz,4008.765,4124,73.85159010600707
650,Intel Celeron N2830 @ 2.16GHz,698.603,550,73.85159010600707
651,Intel Core i7-4930K @ 3.40GHz,9637.3365,9403,73.85159010600707
652,AMD FX-9590 Eight-Core,6796.9475,6788,73.85159010600707
653,AMD EPYC 8534P,69757.8385,71900,73.85159010600707
654,Intel Core i7-2860QM @ 2.50GHz,4152.229,4521,73.85159010600707
655,Intel Core i5-4460 @ 3.20GHz,4444.184,4887,73.85159010600707
656,Intel Xeon X5680 @ 3.33GHz,6884.7755,6833,73.85159010600707
657,Intel Pentium T4400 @ 2.20GHz,744.1785,769,73.85159010600707
658,Intel Core i5-10210Y @ 1.00GHz,4967.89,4475,73.85159010600707
659,AMD FX-4300 Quad-Core,3146.961,2986,73.85159010600707
660,AMD Turion 64 X2 Mobile TL-62,657.387,649,73.85159010600707
661,Intel Core2 Duo T7800 @ 2.60GHz,955.6655,932,73.85159010600707
662,AMD Turion 64 Mobile MT-30,194.582,246,73.85159010600707
663,Intel Core i5-3610ME @ 2.70GHz,2733.5895,2666,73.85159010600707
664,Intel Core i7-10700F @ 2.90GHz,15583.5045,16429,73.85159010600707
665,[Dual CPU] AMD EPYC 7401,58769.151,55280,73.85159010600707
666,AMD Ryzen 5 2600X,11498.2465,13907,73.85159010600707
667,Intel Pentium 4 2.26GHz,286.7865,151,73.85159010600707
668,[Dual CPU] Intel Xeon L5638 @ 2.00GHz,5564.8505,7217,73.85159010600707
669,Intel Core i5-520M @ 2.40GHz,1660.5785,1723,73.85159010600707
670,Intel Xeon w9-3595X,81709.373,100127,73.85159010600707
671,AMD Athlon II X4 645,2253.16,2348,73.85159010600707
672,[Dual CPU] Intel Xeon E5-2450L @ 1.80GHz,14976.2755,11711,73.85159010600707
673,Intel Core i9-10900F @ 2.80GHz,17377.656,19955,73.85159010600707
674,[Dual CPU] Intel Xeon Gold 6418H,92660.6275,84526,73.85159010600707
675,Intel Xeon L5530 @ 2.40GHz,2888.587,2522,73.85159010600707
676,[Dual CPU] Intel Xeon E5-2643 v4 @ 3.40GHz,22116.165,19933,73.85159010600707
677,Intel Core i9-12900F,33481.0965,36408,73.85159010600707
678,Intel Xeon E5-2667 v3 @ 3.20GHz,12456.398,12633,73.85159010600707
679,[Dual CPU] Intel Xeon E5-2640 v2 @ 2.00GHz,9876.1095,13421,73.85159010600707
680,Intel Core i3-13100E,13830.3415,11650,73.85159010600707
681,AMD Athlon II X2 260u,609.9935,713,73.85159010600707
682,Intel Celeron 1019Y @ 1.00GHz,495.3935,576,73.85159010600707
683,Intel Atom 230 @ 1.60GHz,168.3035,169,73.85159010600707
684,Intel Xeon w7-2495X,43091.965,58228,73.85159010600707
685,Intel Atom C3538 @ 2.10GHz,1488.597,1889,73.85159010600707
686,Intel Core i7-13700H,26194.2965,27286,73.85159010600707
687,AMD Ryzen 5 5500,17413.6885,19406,73.85159010600707
688,Intel Pentium G620T @ 2.20GHz,988.962,896,73.85159010600707
689,Intel Core i5-13600K,32255.9855,37968,73.85159010600707
690,Intel Core i7-9700F @ 3.00GHz,15938.1395,13251,73.85159010600707
691,AMD Opteron 1352,1468.7455,1547,73.85159010600707
692,Intel Core i9-10980XE @ 3.00GHz,29875.2065,32778,73.85159010600707
693,[Dual CPU] Intel Xeon Silver 4214 @ 2.20GHz,23715.669,26054,73.85159010600707
694,Intel Xeon E3-1275L v3 @ 2.70GHz,5827.264,6290,73.85159010600707
695,AMD Phenom II N830 Triple-Core,1227.016,1222,73.85159010600707
696,Intel Celeron 450 @ 2.20GHz,653.291,415,73.85159010600707
697,Intel Xeon E-2286G @ 4.00GHz,13822.0865,14020,73.85159010600707
698,AMD Ryzen 5 PRO 3400G,8957.642,9086,73.85159010600707
699,Intel Xeon X3380 @ 3.16GHz,3020.0555,2568,73.85159010600707
700,[Dual CPU] Intel Xeon 5110 @ 1.60GHz,684.606,1373,73.85159010600707
701,AMD EPYC 9634,108550.168,107944,73.85159010600707
702,[Dual CPU] Intel Xeon Silver 4309Y @ 2.80GHz,26148.219,31783,73.85159010600707
703,Intel Core i7-11800H @ 2.30GHz,16323.6155,20472,73.85159010600707
704,AMD Phenom II X3 705e,1299.736,1222,73.85159010600707
705,Intel Celeron B830 @ 1.80GHz,805.125,863,73.85159010600707
706,Intel Core i5-3380M @ 2.90GHz,3104.8325,2916,73.85159010600707
707,AMD Sempron 3100+,234.8415,298,73.85159010600707
708,Intel Pentium B970 @ 2.30GHz,1030.6115,1088,73.85159010600707
709,Intel Core i7-3687U @ 2.10GHz,3229.6435,2645,73.85159010600707
710,Intel Xeon E5-2695 v4 @ 2.10GHz,18675.869,19109,73.85159010600707
711,AMD Ryzen 5 PRO 5675U,15184.622,14657,73.85159010600707
712,AMD Ryzen 9 PRO 7940HS,22139.493,28053,73.85159010600707
713,[Dual CPU] Intel Xeon E5607 @ 2.27GHz,5471.3,4969,73.85159010600707
714,Intel Xeon W-3245M @ 3.20GHz,25798.043,26814,73.85159010600707
715,[Quad CPU] Intel Xeon E7- 8870 @ 2.40GHz,21244.185,24434,73.85159010600707
716,Intel Xeon E5-2663 v3 @ 2.80GHz,13089.1,11777,73.85159010600707
717,Intel Core i7-8565UC @ 1.80GHz,14726.761,6187,73.85159010600707
718,AMD Ryzen 3 4300G,11422.275,10922,73.85159010600707
719,[Dual CPU] Intel Xeon Gold 6230 @ 2.10GHz,51051.362,45041,73.85159010600707
720,AMD Ryzen 5 7540U,25847.6645,18855,73.85159010600707
721,Intel Core i9-7940X @ 3.10GHz,26304.1885,26036,73.85159010600707
