CPU Name,Predicted CPU Mark,Actual CPU Mark,Accuracy (%)
[Quad CPU] Intel Xeon @ 2.20GHz,2570.5,2167,69.84687868080094
Intel Xeon E5-1650 v4 @ 3.60GHz,11574.77,11452,69.84687868080094
[Dual CPU] AMD EPYC 9124,61067.98,60915,69.84687868080094
Intel Xeon E5-2650L @ 1.80GHz,5916.24,6192,69.84687868080094
AMD Athlon X4 850,3718.36,3366,69.84687868080094
Intel Core i3-1005G1 @ 1.20GHz,4592.44,4919,69.84687868080094
Intel Celeron 1017U @ 1.60GHz,1004.48,893,69.84687868080094
Intel Core i5-3439Y @ 1.50GHz,2025.87,1907,69.84687868080094
Intel Xeon E5-2676 v3 @ 2.40GHz,13427.81,13501,69.84687868080094
AMD Phenom II X920 Quad-Core,2068.81,1669,69.84687868080094
AMD Ryzen 5 2500X,8964.95,9469,69.84687868080094
Intel Celeron G550 @ 2.60GHz,1232.24,1259,69.84687868080094
Intel Xeon E5-2609 @ 2.40GHz,2757.29,2823,69.84687868080094
Intel Core M-5Y31 @ 0.90GHz,2043.37,1899,69.84687868080094
Intel Xeon Silver 4210 @ 2.20GHz,13263.73,13457,69.84687868080094
[Dual CPU] Intel Xeon Gold 5215 @ 2.50GHz,23145.35,22066,69.84687868080094
AMD 3015e,2065.45,2724,69.84687868080094
AMD A6-6310 APU,1755.97,1675,69.84687868080094
AMD Athlon II X2 4400e,972.74,944,69.84687868080094
AMD Ryzen 7 PRO 8700GE,29714.38,30199,69.84687868080094
Intel Core i7-3517UE @ 1.70GHz,2463.36,2384,69.84687868080094
Intel Xeon E5335 @ 2.00GHz,1531.44,1549,69.84687868080094
Intel Xeon X5677 @ 3.47GHz,4741.7,5043,69.84687868080094
[Dual CPU] Intel Xeon X5675 @ 3.07GHz,12247.45,11693,69.84687868080094
Intel Core i5-9500F @ 3.00GHz,11890.71,10031,69.84687868080094
Intel Core2 Extreme X7900 @ 2.80GHz,1065.33,1104,69.84687868080094
Intel T2050 @ 2.00GHz,524.15,516,69.84687868080094
AMD Ryzen 3 8300GE,14016.53,13846,69.84687868080094
AMD A4-3320M APU,656.51,668,69.84687868080094
AMD Opteron 152,402.03,428,69.84687868080094
Intel Xeon E5462 @ 2.80GHz,2389.46,2146,69.84687868080094
Intel Xeon E5-4627 v3 @ 2.60GHz,11364.51,11344,69.84687868080094
AMD Athlon 220GE,4303.23,4424,69.84687868080094
[Quad CPU] Intel Xeon E7330 @ 2.40GHz,5829.65,6792,69.84687868080094
Intel Core i7-9850HE @ 2.70GHz,10198.4,10868,69.84687868080094
AMD Ryzen 7 6800HS,21878.18,23015,69.84687868080094
Intel Xeon E5-2608L v4 @ 1.60GHz,7546.89,7447,69.84687868080094
Intel Core2 Duo E6550 @ 2.33GHz,846.45,898,69.84687868080094
AMD Phenom II X4 B93,2153.4,2159,69.84687868080094
Intel Core i3-3227U @ 1.90GHz,1238.04,1290,69.84687868080094
Intel Core2 Duo U7600 @ 1.20GHz,437.96,347,69.84687868080094
[Dual CPU] AMD EPYC 7742,97008.21,94081,69.84687868080094
Intel Xeon W-1270E @ 3.40GHz,17995.55,18635,69.84687868080094
AMD Ryzen 7 5700GE,22119.04,22436,69.84687868080094
AMD Ryzen 7 5800H,19905.61,21029,69.84687868080094
AMD Phenom II X2 555,1275.36,1296,69.84687868080094
Intel Core i9-10900X @ 3.70GHz,22075.33,22479,69.84687868080094
Intel Xeon W-1290 @ 3.20GHz,18392.97,20071,69.84687868080094
AMD Ryzen 3 3250C,3468.43,3153,69.84687868080094
AMD Phenom II X4 970,2794.1,2739,69.84687868080094
Intel Xeon E5320 @ 1.86GHz,1596.64,1469,69.84687868080094
Intel Core i3-8140U @ 2.10GHz,4215.91,4227,69.84687868080094
AMD Athlon II X2 B24,1135.51,1120,69.84687868080094
AMD A4-3420 APU,1055.5,1054,69.84687868080094
Intel Core i5-4310M @ 2.70GHz,3098.02,3100,69.84687868080094
[Dual CPU] Intel Xeon E5-2673 v4 @ 2.30GHz,38564.61,37891,69.84687868080094
Intel Xeon W-3265 @ 2.70GHz,30240.1,30105,69.84687868080094
Intel Core i7-4710HQ @ 2.50GHz,5505.46,5534,69.84687868080094
Intel Core i7-2640M @ 2.80GHz,2458.94,2465,69.84687868080094
Intel Core i7-4610M @ 3.00GHz,3247.87,3217,69.84687868080094
[Dual CPU] Intel Xeon Gold 6230R @ 2.10GHz,53859.62,53762,69.84687868080094
AMD Opteron X3216 APU,1513.7,1475,69.84687868080094
AMD Ryzen 5 PRO 2400G,7960.1,8506,69.84687868080094
[Dual CPU] AMD Opteron 2374 HE,4233.31,3667,69.84687868080094
Intel Xeon X5667 @ 3.07GHz,4861.65,4659,69.84687868080094
Intel Xeon E5-1607 @ 3.00GHz,3353.25,3731,69.84687868080094
Intel Xeon E3-1240 v6 @ 3.70GHz,8155.12,8645,69.84687868080094
Intel Core i7-4550U @ 1.50GHz,2224.1,2272,69.84687868080094
Intel Pentium 4 2.80GHz,287.03,237,69.84687868080094
AMD Athlon 5350 APU,1761.05,1780,69.84687868080094
Intel Core i7-3612QM @ 2.10GHz,4487.85,4655,69.84687868080094
Intel Core2 Duo E8600 @ 3.33GHz,1404.9,1376,69.84687868080094
Intel Core i3-7100T @ 3.40GHz,3376.32,3757,69.84687868080094
[Dual CPU] Intel Xeon W5590 @ 3.33GHz,5848.92,6640,69.84687868080094
Intel Pentium G6960 @ 2.93GHz,1353.36,1433,69.84687868080094
Intel Xeon E E-2434,13643.51,16432,69.84687868080094
Intel Xeon E3-1275 v3 @ 3.50GHz,6783.4,7213,69.84687868080094
